Date, Hour, GEOTHERMAL, BIOMASS, BIOGAS, SMALL HYDRO, WIND TOTAL, SOLAR PV, SOLAR THERMAL,
2016-01-01, 1, 1099, 246, 193, 134, 1141, 0, 0, 
2016-01-01, 2, 1099, 245, 192, 134, 1108, 0, 0, 
2016-01-01, 3, 1098, 245, 192, 136, 1051, 0, 0, 
2016-01-01, 4, 1099, 244, 192, 136, 1081, 0, 0, 
2016-01-01, 5, 1099, 240, 192, 143, 1150, 0, 0, 
2016-01-01, 6, 1098, 240, 191, 148, 1074, 0, 0, 
2016-01-01, 7, 1096, 243, 187, 194, 1023, 0, 0, 
2016-01-01, 8, 1094, 243, 186, 194, 847, 723, 11, 
2016-01-01, 9, 1093, 243, 191, 165, 682, 2838, 166, 
2016-01-01, 10, 1094, 241, 191, 154, 747, 4330, 401, 
2016-01-01, 11, 1094, 243, 191, 106, 768, 4781, 488, 
2016-01-01, 12, 1096, 242, 191, 105, 614, 4898, 463, 
2016-01-01, 13, 1098, 245, 192, 106, 486, 4981, 451, 
2016-01-01, 14, 1099, 250, 191, 107, 409, 4719, 455, 
2016-01-01, 15, 1099, 254, 190, 112, 298, 3895, 463, 
2016-01-01, 16, 1100, 250, 190, 190, 226, 2082, 343, 
2016-01-01, 17, 1099, 253, 193, 243, 179, 0, 23, 
2016-01-01, 18, 1097, 254, 192, 280, 165, 0, 0, 
2016-01-01, 19, 1096, 253, 193, 281, 187, 0, 0, 
2016-01-01, 20, 1094, 253, 193, 246, 224, 0, 0, 
2016-01-01, 21, 1094, 254, 194, 239, 219, 0, 0, 
2016-01-01, 22, 1096, 254, 192, 198, 190, 0, 0, 
2016-01-01, 23, 1096, 251, 190, 156, 191, 0, 0, 
2016-01-01, 24, 1096, 250, 190, 156, 178, 0, 0, 
2016-01-02, 1, 1096, 253, 195, 147, 149, 0, 0, 
2016-01-02, 2, 1096, 249, 194, 148, 154, 0, 0, 
2016-01-02, 3, 1097, 248, 193, 147, 194, 0, 0, 
2016-01-02, 4, 1097, 248, 193, 146, 253, 0, 0, 
2016-01-02, 5, 1095, 249, 194, 146, 238, 0, 0, 
2016-01-02, 6, 1094, 251, 194, 179, 276, 0, 0, 
2016-01-02, 7, 1093, 254, 191, 225, 367, 0, 0, 
2016-01-02, 8, 1093, 255, 192, 226, 359, 576, 0, 
2016-01-02, 9, 1093, 255, 193, 187, 388, 1992, 0, 
2016-01-02, 10, 1093, 254, 193, 169, 335, 3101, 37, 
2016-01-02, 11, 1093, 254, 193, 113, 381, 3502, 44, 
2016-01-02, 12, 1094, 255, 193, 112, 472, 3869, 26, 
2016-01-02, 13, 1094, 254, 193, 113, 510, 3899, 0, 
2016-01-02, 14, 1095, 254, 193, 114, 505, 3452, 0, 
2016-01-02, 15, 1096, 254, 193, 117, 447, 3210, 0, 
2016-01-02, 16, 1098, 253, 195, 198, 449, 1346, 0, 
2016-01-02, 17, 1096, 254, 195, 246, 329, 0, 0, 
2016-01-02, 18, 1096, 251, 196, 285, 341, 0, 0, 
2016-01-02, 19, 1096, 252, 195, 294, 444, 0, 0, 
2016-01-02, 20, 1094, 252, 196, 259, 454, 0, 0, 
2016-01-02, 21, 1093, 252, 196, 253, 459, 0, 0, 
2016-01-02, 22, 1093, 252, 196, 203, 399, 0, 0, 
2016-01-02, 23, 1094, 250, 196, 151, 348, 0, 0, 
2016-01-02, 24, 1093, 246, 196, 141, 366, 0, 0, 
2016-01-03, 1, 1093, 244, 198, 139, 340, 0, 0, 
2016-01-03, 2, 1091, 243, 198, 140, 382, 0, 0, 
2016-01-03, 3, 1091, 245, 198, 140, 345, 0, 0, 
2016-01-03, 4, 1092, 247, 198, 138, 352, 0, 0, 
2016-01-03, 5, 1093, 248, 199, 138, 377, 0, 0, 
2016-01-03, 6, 1092, 254, 199, 173, 342, 0, 0, 
2016-01-03, 7, 1093, 258, 196, 217, 433, 0, 0, 
2016-01-03, 8, 1092, 257, 196, 217, 543, 469, 0, 
2016-01-03, 9, 1090, 250, 197, 171, 720, 1625, 0, 
2016-01-03, 10, 1088, 235, 197, 160, 716, 2734, 0, 
2016-01-03, 11, 1088, 237, 199, 102, 856, 3457, 0, 
2016-01-03, 12, 1088, 238, 198, 102, 1191, 3483, 0, 
2016-01-03, 13, 1090, 239, 199, 108, 1323, 3347, 0, 
2016-01-03, 14, 1091, 240, 199, 108, 1112, 2925, 0, 
2016-01-03, 15, 1093, 240, 199, 114, 1025, 1855, 0, 
2016-01-03, 16, 1094, 239, 199, 190, 929, 1185, 0, 
2016-01-03, 17, 1094, 239, 199, 246, 841, 0, 0, 
2016-01-03, 18, 1093, 239, 199, 288, 752, 0, 0, 
2016-01-03, 19, 1093, 239, 199, 295, 1003, 0, 0, 
2016-01-03, 20, 1093, 238, 199, 261, 980, 0, 0, 
2016-01-03, 21, 1093, 238, 199, 245, 904, 0, 0, 
2016-01-03, 22, 1093, 237, 199, 197, 867, 0, 0, 
2016-01-03, 23, 1092, 235, 199, 153, 693, 0, 0, 
2016-01-03, 24, 1092, 233, 199, 140, 531, 0, 0, 
2016-01-04, 1, 1092, 223, 198, 141, 604, 0, 0, 
2016-01-04, 2, 1091, 222, 199, 140, 647, 0, 0, 
2016-01-04, 3, 1089, 221, 199, 141, 468, 0, 0, 
2016-01-04, 4, 1089, 226, 200, 140, 382, 0, 0, 
2016-01-04, 5, 1090, 226, 201, 140, 311, 0, 5, 
2016-01-04, 6, 1089, 224, 200, 177, 312, 0, 36, 
2016-01-04, 7, 1089, 217, 197, 216, 224, 3, 71, 
2016-01-04, 8, 1090, 213, 196, 209, 196, 132, 93, 
2016-01-04, 9, 1070, 229, 199, 173, 238, 638, 135, 
2016-01-04, 10, 1032, 234, 188, 143, 234, 1106, 160, 
2016-01-04, 11, 1032, 236, 186, 146, 180, 1618, 176, 
2016-01-04, 12, 1032, 234, 198, 143, 179, 2391, 190, 
2016-01-04, 13, 1031, 236, 199, 107, 158, 2514, 204, 
2016-01-04, 14, 1031, 236, 198, 115, 120, 2138, 207, 
2016-01-04, 15, 1031, 236, 198, 152, 157, 2021, 204, 
2016-01-04, 16, 1030, 237, 196, 194, 276, 973, 210, 
2016-01-04, 17, 1030, 240, 196, 246, 357, 0, 208, 
2016-01-04, 18, 1030, 236, 193, 290, 395, 0, 209, 
2016-01-04, 19, 1030, 239, 192, 289, 484, 0, 205, 
2016-01-04, 20, 1027, 238, 192, 289, 440, 0, 204, 
2016-01-04, 21, 1027, 237, 191, 254, 429, 0, 189, 
2016-01-04, 22, 1027, 234, 191, 198, 422, 0, 53, 
2016-01-04, 23, 1027, 229, 191, 144, 520, 0, 0, 
2016-01-04, 24, 1026, 224, 190, 141, 589, 0, 0, 
2016-01-05, 1, 1027, 206, 189, 149, 682, 0, 0, 
2016-01-05, 2, 1027, 206, 190, 148, 715, 0, 0, 
2016-01-05, 3, 1027, 207, 190, 147, 638, 0, 0, 
2016-01-05, 4, 1030, 223, 190, 148, 670, 0, 0, 
2016-01-05, 5, 1028, 232, 192, 150, 774, 0, 0, 
2016-01-05, 6, 1027, 230, 192, 174, 715, 0, 0, 
2016-01-05, 7, 1028, 227, 189, 229, 672, 0, 0, 
2016-01-05, 8, 1028, 224, 187, 231, 591, 90, 0, 
2016-01-05, 9, 1028, 222, 187, 205, 537, 463, 0, 
2016-01-05, 10, 1028, 213, 186, 208, 361, 623, 0, 
2016-01-05, 11, 1029, 209, 186, 181, 411, 1151, 0, 
2016-01-05, 12, 1030, 210, 185, 190, 361, 1372, 0, 
2016-01-05, 13, 1030, 223, 185, 175, 539, 1222, 0, 
2016-01-05, 14, 1030, 225, 187, 168, 695, 838, 0, 
2016-01-05, 15, 1030, 222, 190, 185, 613, 614, 0, 
2016-01-05, 16, 1030, 226, 190, 225, 1309, 350, 0, 
2016-01-05, 17, 1030, 226, 184, 274, 1806, 0, 0, 
2016-01-05, 18, 1030, 224, 176, 330, 1667, 0, 0, 
2016-01-05, 19, 1030, 195, 185, 332, 1315, 0, 0, 
2016-01-05, 20, 1030, 193, 189, 287, 1506, 0, 0, 
2016-01-05, 21, 1032, 192, 189, 275, 1730, 0, 0, 
2016-01-05, 22, 1032, 193, 188, 237, 2109, 0, 0, 
2016-01-05, 23, 1031, 195, 188, 180, 2492, 0, 0, 
2016-01-05, 24, 1030, 195, 187, 177, 2622, 0, 0, 
2016-01-06, 1, 1041, 206, 181, 165, 2067, 0, 0, 
2016-01-06, 2, 1041, 206, 174, 159, 2458, 0, 0, 
2016-01-06, 3, 1038, 208, 174, 122, 2589, 0, 0, 
2016-01-06, 4, 1030, 216, 173, 127, 2380, 0, 0, 
2016-01-06, 5, 1032, 221, 174, 168, 2342, 0, 0, 
2016-01-06, 6, 1031, 211, 173, 184, 2030, 0, 0, 
2016-01-06, 7, 1028, 215, 170, 212, 1880, 0, 0, 
2016-01-06, 8, 1032, 216, 167, 217, 1955, 540, 0, 
2016-01-06, 9, 1030, 224, 170, 167, 1767, 1718, 0, 
2016-01-06, 10, 1030, 240, 172, 163, 1766, 2521, 0, 
2016-01-06, 11, 1029, 244, 172, 174, 1683, 2508, 0, 
2016-01-06, 12, 1030, 244, 169, 178, 1235, 2889, 0, 
2016-01-06, 13, 1030, 245, 178, 216, 744, 2638, 0, 
2016-01-06, 14, 1033, 247, 191, 221, 612, 2312, 0, 
2016-01-06, 15, 1033, 246, 194, 208, 517, 1446, 0, 
2016-01-06, 16, 1033, 248, 198, 206, 599, 726, 0, 
2016-01-06, 17, 1033, 249, 200, 257, 559, 0, 0, 
2016-01-06, 18, 1033, 245, 203, 319, 594, 0, 0, 
2016-01-06, 19, 1032, 243, 203, 317, 628, 0, 0, 
2016-01-06, 20, 1033, 240, 202, 273, 702, 0, 0, 
2016-01-06, 21, 1034, 241, 202, 258, 637, 0, 0, 
2016-01-06, 22, 1037, 240, 205, 240, 594, 0, 0, 
2016-01-06, 23, 1037, 237, 205, 197, 564, 0, 0, 
2016-01-06, 24, 1038, 234, 204, 178, 623, 0, 0, 
2016-01-07, 1, 1038, 236, 199, 170, 283, 0, 0, 
2016-01-07, 2, 1038, 235, 188, 135, 714, 0, 0, 
2016-01-07, 3, 1038, 235, 191, 137, 583, 0, 0, 
2016-01-07, 4, 1037, 237, 199, 135, 757, 0, 0, 
2016-01-07, 5, 1033, 231, 207, 135, 765, 0, 0, 
2016-01-07, 6, 1018, 231, 207, 196, 907, 0, 0, 
2016-01-07, 7, 1022, 236, 203, 227, 752, 0, 0, 
2016-01-07, 8, 1006, 234, 204, 234, 734, 133, 0, 
2016-01-07, 9, 984, 233, 207, 207, 774, 1266, 0, 
2016-01-07, 10, 982, 239, 196, 192, 726, 2245, 0, 
2016-01-07, 11, 982, 245, 194, 166, 1214, 3254, 0, 
2016-01-07, 12, 983, 247, 200, 164, 2043, 3688, 0, 
2016-01-07, 13, 983, 250, 203, 162, 2548, 3736, 0, 
2016-01-07, 14, 987, 250, 204, 156, 2854, 2948, 0, 
2016-01-07, 15, 987, 251, 203, 157, 2978, 2366, 0, 
2016-01-07, 16, 998, 252, 200, 203, 2625, 1513, 0, 
2016-01-07, 17, 1014, 254, 203, 234, 2274, 0, 0, 
2016-01-07, 18, 1041, 249, 204, 295, 2016, 0, 0, 
2016-01-07, 19, 1040, 249, 204, 293, 2047, 0, 0, 
2016-01-07, 20, 1038, 249, 205, 254, 2632, 0, 0, 
2016-01-07, 21, 1039, 245, 205, 242, 2588, 0, 0, 
2016-01-07, 22, 1039, 242, 204, 226, 2344, 0, 0, 
2016-01-07, 23, 1038, 237, 204, 155, 2570, 0, 0, 
2016-01-07, 24, 1038, 238, 204, 145, 2258, 0, 0, 
2016-01-08, 1, 1038, 238, 204, 147, 1963, 0, 0, 
2016-01-08, 2, 1039, 235, 204, 146, 2269, 0, 0, 
2016-01-08, 3, 1039, 238, 203, 143, 2307, 0, 0, 
2016-01-08, 4, 1039, 239, 203, 105, 2398, 0, 0, 
2016-01-08, 5, 1039, 241, 204, 142, 2104, 0, 0, 
2016-01-08, 6, 1040, 240, 204, 168, 1982, 0, 0, 
2016-01-08, 7, 1039, 238, 201, 211, 1845, 0, 0, 
2016-01-08, 8, 1042, 239, 200, 214, 1784, 568, 0, 
2016-01-08, 9, 1042, 241, 203, 183, 1657, 2448, 0, 
2016-01-08, 10, 1042, 244, 204, 156, 1237, 3924, 0, 
2016-01-08, 11, 1050, 243, 203, 156, 1021, 4570, 59, 
2016-01-08, 12, 1062, 245, 204, 151, 855, 4731, 124, 
2016-01-08, 13, 1062, 247, 205, 154, 897, 4481, 315, 
2016-01-08, 14, 1062, 246, 205, 154, 1234, 4463, 250, 
2016-01-08, 15, 1063, 248, 206, 155, 1006, 3848, 235, 
2016-01-08, 16, 1064, 251, 204, 189, 1112, 2446, 155, 
2016-01-08, 17, 1063, 254, 202, 235, 1034, 0, 0, 
2016-01-08, 18, 1061, 247, 202, 292, 959, 0, 0, 
2016-01-08, 19, 1060, 248, 204, 291, 746, 0, 0, 
2016-01-08, 20, 1060, 247, 188, 278, 505, 0, 0, 
2016-01-08, 21, 1060, 244, 184, 234, 286, 0, 0, 
2016-01-08, 22, 1059, 240, 183, 228, 166, 0, 0, 
2016-01-08, 23, 1058, 239, 184, 193, 229, 0, 0, 
2016-01-08, 24, 1058, 238, 183, 148, 234, 0, 0, 
2016-01-09, 1, 1059, 239, 184, 147, 265, 0, 0, 
2016-01-09, 2, 1059, 238, 183, 143, 363, 0, 0, 
2016-01-09, 3, 1059, 240, 184, 106, 173, 0, 0, 
2016-01-09, 4, 1059, 244, 185, 107, 160, 0, 0, 
2016-01-09, 5, 1058, 245, 185, 108, 236, 0, 0, 
2016-01-09, 6, 1059, 241, 184, 170, 254, 0, 0, 
2016-01-09, 7, 1058, 234, 181, 218, 215, 0, 0, 
2016-01-09, 8, 1058, 235, 182, 220, 214, 508, 0, 
2016-01-09, 9, 1058, 242, 180, 178, 449, 1745, 0, 
2016-01-09, 10, 1058, 248, 181, 172, 428, 3024, 0, 
2016-01-09, 11, 1058, 244, 188, 157, 228, 3435, 0, 
2016-01-09, 12, 1059, 240, 197, 151, 147, 3641, 0, 
2016-01-09, 13, 1059, 239, 203, 117, 154, 3299, 18, 
2016-01-09, 14, 1060, 241, 204, 118, 302, 2967, 0, 
2016-01-09, 15, 1060, 245, 203, 116, 285, 2141, 0, 
2016-01-09, 16, 1060, 244, 198, 196, 355, 1204, 0, 
2016-01-09, 17, 1060, 242, 199, 256, 356, 195, 0, 
2016-01-09, 18, 1060, 242, 203, 308, 316, 0, 0, 
2016-01-09, 19, 1059, 244, 204, 308, 287, 0, 0, 
2016-01-09, 20, 1060, 241, 202, 258, 245, 0, 0, 
2016-01-09, 21, 1060, 224, 175, 252, 254, 0, 0, 
2016-01-09, 22, 1060, 204, 175, 213, 257, 0, 0, 
2016-01-09, 23, 1060, 192, 173, 159, 225, 0, 0, 
2016-01-09, 24, 1059, 192, 165, 156, 257, 0, 0, 
2016-01-10, 1, 1060, 192, 163, 148, 302, 0, 0, 
2016-01-10, 2, 1060, 190, 159, 109, 448, 0, 0, 
2016-01-10, 3, 1061, 191, 163, 104, 601, 0, 0, 
2016-01-10, 4, 1061, 192, 161, 105, 513, 0, 0, 
2016-01-10, 5, 1061, 193, 161, 102, 471, 0, 0, 
2016-01-10, 6, 1061, 191, 161, 160, 510, 0, 0, 
2016-01-10, 7, 1061, 194, 159, 204, 359, 0, 0, 
2016-01-10, 8, 1061, 196, 158, 212, 367, 192, 0, 
2016-01-10, 9, 1061, 198, 160, 175, 375, 1084, 0, 
2016-01-10, 10, 1061, 197, 160, 171, 224, 2075, 0, 
2016-01-10, 11, 1059, 197, 163, 156, 202, 2588, 0, 
2016-01-10, 12, 1060, 198, 172, 156, 128, 2923, 0, 
2016-01-10, 13, 1061, 195, 173, 118, 55, 2865, 0, 
2016-01-10, 14, 1062, 197, 171, 119, 41, 2080, 0, 
2016-01-10, 15, 1062, 196, 171, 122, 29, 1618, 0, 
2016-01-10, 16, 1063, 197, 170, 206, 6, 1047, 0, 
2016-01-10, 17, 1062, 197, 170, 239, 9, 112, 0, 
2016-01-10, 18, 1060, 196, 171, 262, 12, 0, 0, 
2016-01-10, 19, 1059, 196, 173, 259, 29, 0, 0, 
2016-01-10, 20, 1058, 195, 170, 245, 25, 0, 0, 
2016-01-10, 21, 1057, 194, 162, 244, 169, 0, 0, 
2016-01-10, 22, 1059, 194, 162, 200, 93, 0, 0, 
2016-01-10, 23, 1059, 192, 161, 167, 79, 0, 0, 
2016-01-10, 24, 1058, 191, 160, 148, 67, 0, 0, 
2016-01-11, 1, 1058, 193, 162, 130, 59, 0, 0, 
2016-01-11, 2, 1058, 191, 162, 96, 149, 0, 0, 
2016-01-11, 3, 1058, 191, 162, 103, 153, 0, 0, 
2016-01-11, 4, 1057, 192, 162, 104, 132, 0, 0, 
2016-01-11, 5, 1056, 192, 162, 140, 155, 0, 0, 
2016-01-11, 6, 1056, 191, 163, 141, 129, 0, 0, 
2016-01-11, 7, 1055, 186, 157, 199, 103, 0, 0, 
2016-01-11, 8, 1052, 186, 155, 203, 109, 600, 0, 
2016-01-11, 9, 1048, 190, 156, 158, 102, 2508, 1, 
2016-01-11, 10, 1056, 193, 154, 156, 100, 3698, 151, 
2016-01-11, 11, 1056, 195, 157, 131, 105, 3859, 344, 
2016-01-11, 12, 1056, 195, 159, 133, 121, 4027, 371, 
2016-01-11, 13, 1056, 198, 159, 143, 107, 4114, 378, 
2016-01-11, 14, 1058, 197, 158, 145, 121, 3904, 379, 
2016-01-11, 15, 1059, 198, 157, 165, 119, 3063, 365, 
2016-01-11, 16, 1059, 200, 159, 182, 129, 1652, 270, 
2016-01-11, 17, 1059, 200, 160, 218, 84, 326, 0, 
2016-01-11, 18, 1056, 197, 161, 294, 89, 0, 0, 
2016-01-11, 19, 1055, 206, 160, 283, 115, 0, 0, 
2016-01-11, 20, 1054, 211, 161, 269, 178, 0, 0, 
2016-01-11, 21, 1054, 209, 158, 230, 170, 0, 0, 
2016-01-11, 22, 1053, 205, 156, 185, 187, 0, 0, 
2016-01-11, 23, 1054, 198, 159, 139, 171, 0, 0, 
2016-01-11, 24, 1055, 192, 159, 139, 155, 0, 0, 
2016-01-12, 1, 1055, 186, 159, 131, 58, 0, 0, 
2016-01-12, 2, 1054, 183, 160, 128, 121, 0, 0, 
2016-01-12, 3, 1054, 184, 160, 91, 192, 0, 0, 
2016-01-12, 4, 1053, 182, 160, 91, 279, 0, 0, 
2016-01-12, 5, 1052, 183, 160, 128, 313, 0, 0, 
2016-01-12, 6, 1052, 185, 160, 131, 219, 0, 0, 
2016-01-12, 7, 1052, 184, 159, 202, 200, 0, 0, 
2016-01-12, 8, 1052, 186, 158, 205, 133, 685, 0, 
2016-01-12, 9, 1052, 188, 151, 180, 93, 2671, 23, 
2016-01-12, 10, 1049, 188, 152, 171, 145, 4016, 102, 
2016-01-12, 11, 1049, 188, 155, 136, 197, 4492, 250, 
2016-01-12, 12, 1050, 193, 156, 97, 228, 4352, 365, 
2016-01-12, 13, 1051, 195, 156, 100, 293, 4348, 378, 
2016-01-12, 14, 1049, 194, 159, 101, 125, 4302, 379, 
2016-01-12, 15, 1049, 193, 161, 153, 107, 4128, 373, 
2016-01-12, 16, 1054, 195, 158, 186, 141, 2648, 190, 
2016-01-12, 17, 1054, 196, 158, 229, 115, 509, 27, 
2016-01-12, 18, 1053, 193, 157, 278, 222, 0, 0, 
2016-01-12, 19, 1050, 194, 156, 279, 229, 0, 0, 
2016-01-12, 20, 1049, 194, 158, 243, 213, 0, 0, 
2016-01-12, 21, 1049, 191, 160, 244, 252, 0, 0, 
2016-01-12, 22, 1049, 186, 159, 189, 324, 0, 0, 
2016-01-12, 23, 1049, 184, 159, 141, 303, 0, 0, 
2016-01-12, 24, 1049, 184, 163, 141, 655, 0, 0, 
2016-01-13, 1, 1051, 184, 168, 128, 687, 0, 0, 
2016-01-13, 2, 1051, 183, 169, 123, 843, 0, 0, 
2016-01-13, 3, 1050, 183, 169, 90, 664, 0, 0, 
2016-01-13, 4, 1051, 183, 172, 91, 632, 0, 0, 
2016-01-13, 5, 1051, 183, 172, 131, 596, 0, 0, 
2016-01-13, 6, 1052, 184, 171, 146, 539, 0, 0, 
2016-01-13, 7, 1052, 186, 169, 220, 564, 0, 0, 
2016-01-13, 8, 1053, 187, 165, 225, 825, 489, 0, 
2016-01-13, 9, 1055, 189, 167, 236, 976, 1658, 0, 
2016-01-13, 10, 1054, 191, 168, 209, 998, 2698, 106, 
2016-01-13, 11, 1054, 191, 168, 143, 1504, 3550, 92, 
2016-01-13, 12, 1054, 192, 167, 139, 2155, 4203, 0, 
2016-01-13, 13, 1056, 190, 168, 150, 2286, 3962, 0, 
2016-01-13, 14, 1057, 181, 169, 141, 2317, 3873, 0, 
2016-01-13, 15, 1058, 180, 170, 146, 2015, 3326, 0, 
2016-01-13, 16, 1060, 180, 170, 228, 2240, 2026, 0, 
2016-01-13, 17, 1060, 181, 172, 264, 1940, 455, 0, 
2016-01-13, 18, 1060, 180, 180, 338, 1679, 0, 0, 
2016-01-13, 19, 1060, 178, 182, 335, 1755, 0, 0, 
2016-01-13, 20, 1061, 179, 182, 332, 2100, 0, 0, 
2016-01-13, 21, 1061, 177, 183, 285, 2485, 0, 0, 
2016-01-13, 22, 1061, 173, 185, 278, 2600, 0, 0, 
2016-01-13, 23, 1060, 170, 184, 236, 2879, 0, 0, 
2016-01-13, 24, 1061, 170, 180, 194, 2452, 0, 0, 
2016-01-14, 1, 1050, 169, 163, 170, 1375, 0, 0, 
2016-01-14, 2, 1061, 168, 180, 135, 1400, 0, 0, 
2016-01-14, 3, 1062, 168, 181, 134, 1380, 0, 0, 
2016-01-14, 4, 1062, 166, 181, 134, 1599, 0, 0, 
2016-01-14, 5, 1062, 166, 183, 134, 1585, 0, 0, 
2016-01-14, 6, 1061, 169, 183, 178, 1709, 0, 0, 
2016-01-14, 7, 1060, 170, 184, 271, 2219, 0, 0, 
2016-01-14, 8, 1060, 170, 179, 273, 2302, 637, 0, 
2016-01-14, 9, 1060, 171, 177, 263, 2160, 2335, 54, 
2016-01-14, 10, 1056, 175, 176, 253, 1123, 3087, 314, 
2016-01-14, 11, 1052, 178, 171, 169, 329, 3771, 211, 
2016-01-14, 12, 1054, 178, 172, 169, 653, 3830, 39, 
2016-01-14, 13, 1053, 180, 172, 166, 416, 3827, 0, 
2016-01-14, 14, 1056, 179, 174, 158, 484, 4076, 15, 
2016-01-14, 15, 1059, 180, 175, 171, 588, 3494, 127, 
2016-01-14, 16, 1048, 181, 178, 214, 823, 2026, 53, 
2016-01-14, 17, 1059, 179, 178, 271, 1140, 395, 2, 
2016-01-14, 18, 1056, 177, 171, 334, 1504, 0, 0, 
2016-01-14, 19, 1058, 181, 173, 333, 1788, 0, 0, 
2016-01-14, 20, 1059, 188, 170, 290, 1917, 0, 0, 
2016-01-14, 21, 1057, 189, 171, 277, 2142, 0, 0, 
2016-01-14, 22, 1057, 186, 171, 273, 1829, 0, 0, 
2016-01-14, 23, 1058, 184, 172, 240, 1507, 0, 0, 
2016-01-14, 24, 1059, 184, 171, 203, 1609, 0, 0, 
2016-01-15, 1, 1059, 182, 169, 185, 1407, 0, 0, 
2016-01-15, 2, 1060, 181, 174, 173, 1595, 0, 0, 
2016-01-15, 3, 1060, 181, 174, 136, 1947, 0, 0, 
2016-01-15, 4, 1061, 182, 177, 137, 2124, 0, 0, 
2016-01-15, 5, 1060, 182, 179, 186, 2469, 0, 0, 
2016-01-15, 6, 1062, 183, 179, 197, 2735, 0, 0, 
2016-01-15, 7, 1061, 185, 178, 276, 3222, 0, 0, 
2016-01-15, 8, 1062, 185, 171, 278, 3017, 351, 0, 
2016-01-15, 9, 1062, 186, 169, 276, 3094, 1659, 106, 
2016-01-15, 10, 1064, 184, 166, 269, 3029, 2580, 118, 
2016-01-15, 11, 1062, 185, 164, 202, 3259, 3379, 0, 
2016-01-15, 12, 1061, 189, 166, 188, 3034, 3920, 41, 
2016-01-15, 13, 1061, 204, 165, 165, 2680, 3947, 180, 
2016-01-15, 14, 1061, 207, 164, 174, 2360, 3891, 212, 
2016-01-15, 15, 1063, 208, 172, 232, 2055, 3635, 145, 
2016-01-15, 16, 1066, 197, 174, 247, 2005, 2547, 147, 
2016-01-15, 17, 1065, 197, 177, 288, 1880, 668, 12, 
2016-01-15, 18, 1064, 193, 174, 341, 1888, 0, 0, 
2016-01-15, 19, 1064, 195, 174, 333, 1998, 0, 0, 
2016-01-15, 20, 1063, 195, 174, 321, 1931, 0, 0, 
2016-01-15, 21, 1064, 192, 174, 285, 1856, 0, 0, 
2016-01-15, 22, 1063, 190, 173, 278, 1778, 0, 0, 
2016-01-15, 23, 1061, 185, 172, 243, 1061, 0, 0, 
2016-01-15, 24, 1059, 185, 172, 209, 910, 0, 0, 
2016-01-16, 1, 1059, 189, 170, 180, 1092, 0, 0, 
2016-01-16, 2, 1059, 186, 173, 173, 981, 0, 0, 
2016-01-16, 3, 1058, 189, 173, 171, 817, 0, 0, 
2016-01-16, 4, 1058, 190, 173, 173, 1085, 0, 0, 
2016-01-16, 5, 1056, 191, 175, 183, 1306, 0, 0, 
2016-01-16, 6, 1059, 192, 178, 197, 949, 0, 0, 
2016-01-16, 7, 1059, 193, 179, 271, 912, 0, 0, 
2016-01-16, 8, 1059, 193, 178, 282, 1157, 273, 0, 
2016-01-16, 9, 1056, 193, 177, 290, 860, 1228, 0, 
2016-01-16, 10, 1057, 193, 177, 290, 740, 2385, 0, 
2016-01-16, 11, 1056, 194, 177, 230, 909, 3357, 0, 
2016-01-16, 12, 1059, 190, 179, 202, 998, 3480, 0, 
2016-01-16, 13, 1059, 190, 180, 154, 1224, 4188, 0, 
2016-01-16, 14, 1060, 191, 180, 195, 1264, 4004, 0, 
2016-01-16, 15, 1060, 193, 179, 201, 1289, 2950, 0, 
2016-01-16, 16, 1061, 193, 181, 240, 1299, 1825, 0, 
2016-01-16, 17, 1062, 192, 180, 267, 1243, 387, 0, 
2016-01-16, 18, 1061, 192, 179, 349, 1527, 0, 0, 
2016-01-16, 19, 1060, 193, 179, 351, 1877, 0, 0, 
2016-01-16, 20, 1061, 192, 178, 307, 1805, 0, 0, 
2016-01-16, 21, 1060, 181, 178, 299, 1586, 0, 0, 
2016-01-16, 22, 1058, 188, 178, 296, 1264, 0, 0, 
2016-01-16, 23, 1058, 191, 178, 260, 941, 0, 0, 
2016-01-16, 24, 1057, 191, 177, 234, 308, 0, 0, 
2016-01-17, 1, 1052, 192, 175, 195, 102, 0, 0, 
2016-01-17, 2, 1052, 190, 178, 193, 107, 0, 0, 
2016-01-17, 3, 1051, 192, 178, 195, 135, 0, 0, 
2016-01-17, 4, 1051, 191, 179, 191, 209, 0, 0, 
2016-01-17, 5, 1051, 191, 179, 197, 192, 0, 0, 
2016-01-17, 6, 1050, 191, 179, 209, 270, 0, 0, 
2016-01-17, 7, 1050, 190, 178, 284, 625, 0, 0, 
2016-01-17, 8, 1051, 190, 171, 290, 579, 740, 0, 
2016-01-17, 9, 1051, 189, 168, 289, 309, 2836, 20, 
2016-01-17, 10, 1052, 190, 171, 294, 230, 3842, 116, 
2016-01-17, 11, 1053, 193, 171, 232, 252, 4047, 122, 
2016-01-17, 12, 1054, 192, 172, 208, 199, 3973, 114, 
2016-01-17, 13, 1054, 194, 172, 208, 139, 3983, 89, 
2016-01-17, 14, 1055, 195, 173, 196, 188, 3875, 97, 
2016-01-17, 15, 1054, 173, 173, 194, 254, 2572, 40, 
2016-01-17, 16, 1056, 172, 173, 234, 428, 1556, 4, 
2016-01-17, 17, 1055, 171, 173, 286, 485, 413, 0, 
2016-01-17, 18, 1055, 169, 173, 337, 793, 0, 0, 
