Date, Hour, GEOTHERMAL, BIOMASS, BIOGAS, SMALL HYDRO, WIND TOTAL, SOLAR PV, SOLAR THERMAL,
2016-03-21, 21, 1067, 229, 151, 414, 3473, 0, 0, 
2016-03-21, 22, 1068, 226, 147, 406, 3396, 0, 0, 
2016-03-21, 23, 1068, 222, 146, 391, 3395, 0, 0, 
2016-03-21, 24, 1068, 223, 146, 396, 3277, 0, 0, 
2016-03-22, 1, 1067, 222, 132, 388, 2894, 0, 0, 
2016-03-22, 2, 1067, 221, 130, 388, 3274, 0, 0, 
2016-03-22, 3, 1069, 225, 141, 390, 2978, 0, 0, 
2016-03-22, 4, 1070, 226, 144, 390, 2695, 0, 0, 
2016-03-22, 5, 1070, 226, 145, 396, 2964, 0, 0, 
2016-03-22, 6, 1032, 225, 147, 382, 2912, 0, 0, 
2016-03-22, 7, 1068, 225, 145, 377, 2887, 0, 0, 
2016-03-22, 8, 1070, 226, 142, 382, 2968, 779, 0, 
2016-03-22, 9, 1069, 227, 143, 383, 2917, 2974, 209, 
2016-03-22, 10, 1070, 232, 135, 369, 2814, 4754, 439, 
2016-03-22, 11, 1068, 234, 139, 366, 2854, 5319, 500, 
2016-03-22, 12, 1067, 234, 146, 331, 2603, 5621, 428, 
2016-03-22, 13, 1069, 236, 149, 334, 2584, 5874, 211, 
2016-03-22, 14, 1074, 238, 149, 332, 2696, 5802, 137, 
2016-03-22, 15, 1075, 238, 149, 333, 2663, 5475, 115, 
2016-03-22, 16, 1076, 239, 150, 370, 2697, 5049, 240, 
2016-03-22, 17, 1075, 239, 154, 374, 2904, 4548, 336, 
2016-03-22, 18, 1075, 237, 156, 382, 2999, 3165, 231, 
2016-03-22, 19, 1075, 239, 154, 391, 3429, 715, 19, 
2016-03-22, 20, 1074, 240, 153, 399, 3285, 0, 0, 
2016-03-22, 21, 1073, 238, 154, 409, 3317, 0, 0, 
2016-03-22, 22, 1073, 247, 154, 412, 3388, 0, 0, 
2016-03-22, 23, 1074, 250, 154, 413, 3296, 0, 0, 
2016-03-22, 24, 1075, 250, 154, 411, 3084, 0, 0, 
2016-03-23, 1, 1075, 253, 150, 399, 2647, 0, 0, 
2016-03-23, 2, 1074, 253, 153, 400, 2143, 0, 0, 
2016-03-23, 3, 1074, 254, 153, 399, 1421, 0, 0, 
2016-03-23, 4, 1074, 255, 156, 396, 957, 0, 0, 
2016-03-23, 5, 1073, 254, 155, 389, 946, 0, 0, 
2016-03-23, 6, 1073, 251, 155, 388, 842, 0, 0, 
2016-03-23, 7, 1073, 253, 138, 380, 636, 0, 0, 
2016-03-23, 8, 1074, 254, 131, 389, 559, 977, 39, 
2016-03-23, 9, 1073, 253, 139, 400, 524, 3709, 313, 
2016-03-23, 10, 1072, 256, 147, 390, 766, 5419, 514, 
2016-03-23, 11, 1071, 259, 146, 390, 825, 6089, 599, 
2016-03-23, 12, 1070, 261, 146, 395, 684, 5911, 629, 
2016-03-23, 13, 1070, 257, 148, 361, 517, 5898, 618, 
2016-03-23, 14, 1067, 261, 155, 361, 402, 6206, 567, 
2016-03-23, 15, 1067, 261, 159, 388, 309, 6214, 536, 
2016-03-23, 16, 1067, 261, 160, 406, 231, 6141, 548, 
2016-03-23, 17, 1069, 261, 160, 410, 178, 5169, 539, 
2016-03-23, 18, 1069, 257, 160, 416, 205, 3422, 482, 
2016-03-23, 19, 1068, 261, 159, 447, 499, 965, 141, 
2016-03-23, 20, 1069, 262, 162, 463, 884, 0, 2, 
2016-03-23, 21, 1069, 257, 163, 451, 1220, 0, 0, 
2016-03-23, 22, 1070, 253, 166, 434, 1617, 0, 0, 
2016-03-23, 23, 1070, 250, 166, 425, 1556, 0, 0, 
2016-03-23, 24, 1069, 250, 165, 422, 1304, 0, 0, 
2016-03-24, 1, 1070, 253, 154, 417, 1431, 0, 0, 
2016-03-24, 2, 1070, 252, 156, 418, 1444, 0, 0, 
2016-03-24, 3, 1070, 253, 156, 419, 1260, 0, 0, 
2016-03-24, 4, 1070, 253, 157, 419, 1053, 0, 0, 
2016-03-24, 5, 1070, 252, 156, 417, 986, 0, 0, 
2016-03-24, 6, 1067, 253, 157, 413, 1318, 0, 0, 
2016-03-24, 7, 1070, 252, 156, 419, 971, 0, 0, 
2016-03-24, 8, 1069, 252, 156, 427, 729, 1002, 74, 
2016-03-24, 9, 1069, 249, 156, 423, 718, 3491, 343, 
2016-03-24, 10, 1068, 253, 153, 403, 956, 5006, 610, 
2016-03-24, 11, 1065, 257, 154, 402, 830, 6027, 636, 
2016-03-24, 12, 1060, 247, 155, 405, 576, 6406, 629, 
2016-03-24, 13, 1059, 241, 155, 410, 467, 6413, 615, 
2016-03-24, 14, 1061, 240, 154, 416, 687, 6435, 592, 
2016-03-24, 15, 1059, 241, 156, 415, 1506, 5488, 571, 
2016-03-24, 16, 1059, 242, 156, 409, 1807, 5659, 324, 
2016-03-24, 17, 1060, 243, 156, 404, 2206, 5136, 344, 
2016-03-24, 18, 1063, 239, 157, 407, 2545, 3160, 363, 
2016-03-24, 19, 1064, 242, 157, 420, 2842, 921, 87, 
2016-03-24, 20, 1064, 242, 156, 440, 2996, 0, 0, 
2016-03-24, 21, 1066, 237, 161, 429, 3065, 0, 0, 
2016-03-24, 22, 1066, 233, 160, 430, 3047, 0, 0, 
2016-03-24, 23, 1067, 228, 160, 422, 2955, 0, 0, 
2016-03-24, 24, 1068, 230, 159, 417, 2979, 0, 0, 
2016-03-25, 1, 1068, 230, 157, 413, 2904, 0, 0, 
2016-03-25, 2, 1069, 230, 159, 412, 3040, 0, 0, 
2016-03-25, 3, 1070, 232, 159, 413, 3030, 0, 0, 
2016-03-25, 4, 1071, 233, 161, 412, 3046, 0, 0, 
2016-03-25, 5, 1070, 233, 160, 412, 2962, 0, 0, 
2016-03-25, 6, 1071, 233, 161, 413, 2818, 0, 0, 
2016-03-25, 7, 1071, 233, 159, 422, 2258, 0, 0, 
2016-03-25, 8, 1072, 233, 159, 432, 2072, 1031, 56, 
2016-03-25, 9, 1070, 232, 159, 441, 1771, 3692, 308, 
2016-03-25, 10, 1071, 231, 156, 433, 1670, 5470, 502, 
2016-03-25, 11, 1070, 236, 158, 434, 1338, 5663, 498, 
2016-03-25, 12, 1070, 238, 157, 430, 1230, 5937, 428, 
2016-03-25, 13, 1068, 240, 158, 422, 1664, 6091, 539, 
2016-03-25, 14, 1066, 241, 159, 424, 1861, 6100, 541, 
2016-03-25, 15, 1065, 240, 164, 424, 1947, 5839, 135, 
2016-03-25, 16, 1063, 241, 167, 424, 2142, 5982, 8, 
2016-03-25, 17, 1063, 240, 170, 423, 2603, 5330, 26, 
2016-03-25, 18, 1063, 237, 170, 425, 2957, 3436, 81, 
2016-03-25, 19, 1063, 236, 171, 441, 2801, 983, 21, 
2016-03-25, 20, 1064, 235, 172, 457, 2765, 0, 0, 
2016-03-25, 21, 1064, 228, 171, 458, 2500, 0, 0, 
2016-03-25, 22, 1065, 225, 170, 457, 2880, 0, 0, 
2016-03-25, 23, 1066, 222, 170, 445, 3063, 0, 0, 
2016-03-25, 24, 1066, 223, 170, 440, 3164, 0, 0, 
2016-03-26, 1, 1067, 224, 168, 437, 3156, 0, 0, 
2016-03-26, 2, 1064, 226, 173, 422, 3736, 0, 0, 
2016-03-26, 3, 1067, 226, 174, 418, 3694, 0, 0, 
2016-03-26, 4, 1068, 226, 174, 416, 3560, 0, 0, 
2016-03-26, 5, 1069, 231, 174, 416, 3341, 0, 0, 
2016-03-26, 6, 1069, 233, 174, 417, 2863, 0, 0, 
2016-03-26, 7, 1069, 235, 172, 425, 2358, 0, 0, 
2016-03-26, 8, 1069, 237, 171, 428, 1741, 1082, 64, 
2016-03-26, 9, 1068, 235, 168, 429, 895, 3926, 304, 
2016-03-26, 10, 1067, 233, 168, 429, 444, 5757, 555, 
2016-03-26, 11, 1065, 232, 168, 428, 681, 6312, 624, 
2016-03-26, 12, 1063, 234, 168, 428, 715, 6467, 623, 
2016-03-26, 13, 1061, 234, 166, 430, 643, 6693, 615, 
2016-03-26, 14, 1060, 234, 165, 447, 509, 6690, 611, 
2016-03-26, 15, 1059, 236, 164, 447, 429, 6676, 618, 
2016-03-26, 16, 1058, 234, 166, 442, 360, 6407, 628, 
2016-03-26, 17, 1057, 235, 166, 440, 348, 5592, 631, 
2016-03-26, 18, 1058, 234, 163, 446, 497, 3795, 546, 
2016-03-26, 19, 1059, 234, 155, 451, 932, 1019, 145, 
2016-03-26, 20, 1061, 235, 158, 489, 1254, 0, 5, 
2016-03-26, 21, 1061, 236, 165, 492, 1626, 0, 0, 
2016-03-26, 22, 1062, 236, 168, 457, 1718, 0, 0, 
2016-03-26, 23, 1062, 235, 168, 441, 1601, 0, 0, 
2016-03-26, 24, 1064, 236, 168, 436, 1552, 0, 0, 
2016-03-27, 1, 1066, 235, 167, 436, 1864, 0, 0, 
2016-03-27, 2, 1067, 234, 171, 431, 1966, 0, 0, 
2016-03-27, 3, 1069, 234, 171, 430, 1865, 0, 0, 
2016-03-27, 4, 1070, 234, 172, 431, 1600, 0, 0, 
2016-03-27, 5, 1070, 235, 171, 431, 1497, 0, 0, 
2016-03-27, 6, 1071, 235, 171, 431, 1529, 0, 0, 
2016-03-27, 7, 1070, 234, 169, 443, 1256, 0, 0, 
2016-03-27, 8, 1070, 235, 167, 444, 926, 955, 4, 
2016-03-27, 9, 1069, 236, 167, 445, 727, 3269, 86, 
2016-03-27, 10, 1067, 236, 166, 455, 676, 4682, 268, 
2016-03-27, 11, 1066, 237, 165, 454, 775, 5288, 272, 
2016-03-27, 12, 1065, 237, 165, 454, 786, 5426, 150, 
2016-03-27, 13, 1063, 238, 165, 456, 904, 5272, 172, 
2016-03-27, 14, 1043, 237, 164, 455, 1393, 4714, 403, 
2016-03-27, 15, 1037, 236, 165, 456, 1803, 4389, 308, 
2016-03-27, 16, 1059, 236, 165, 455, 2045, 4709, 60, 
2016-03-27, 17, 1061, 236, 165, 456, 2093, 4345, 0, 
2016-03-27, 18, 1062, 236, 165, 448, 2213, 3020, 14, 
2016-03-27, 19, 1063, 238, 164, 475, 2471, 819, 1, 
2016-03-27, 20, 1066, 237, 165, 494, 2582, 0, 0, 
2016-03-27, 21, 1067, 237, 166, 492, 2795, 0, 0, 
2016-03-27, 22, 1064, 237, 164, 493, 2763, 0, 0, 
2016-03-27, 23, 1034, 235, 159, 448, 2775, 0, 0, 
2016-03-27, 24, 1035, 236, 159, 441, 2924, 0, 0, 
2016-03-28, 1, 1037, 232, 152, 430, 2610, 0, 0, 
2016-03-28, 2, 1037, 233, 154, 429, 3003, 0, 0, 
2016-03-28, 3, 996, 236, 156, 429, 2845, 0, 0, 
2016-03-28, 4, 1035, 235, 154, 428, 2442, 0, 0, 
2016-03-28, 5, 1038, 233, 152, 428, 2289, 0, 0, 
2016-03-28, 6, 1051, 232, 151, 428, 2503, 0, 0, 
2016-03-28, 7, 1049, 234, 150, 444, 2587, 0, 0, 
2016-03-28, 8, 1047, 234, 148, 489, 2477, 821, 0, 
2016-03-28, 9, 1042, 234, 147, 448, 2589, 3221, 0, 
2016-03-28, 10, 1039, 236, 148, 428, 2880, 4509, 38, 
2016-03-28, 11, 1042, 238, 148, 422, 2833, 4335, 42, 
2016-03-28, 12, 1041, 237, 147, 438, 2956, 4416, 15, 
2016-03-28, 13, 1041, 240, 144, 450, 3056, 4986, 0, 
2016-03-28, 14, 1040, 241, 143, 444, 3106, 4898, 0, 
2016-03-28, 15, 1041, 241, 145, 426, 3267, 4818, 0, 
2016-03-28, 16, 1042, 242, 145, 440, 3286, 4270, 0, 
2016-03-28, 17, 1042, 242, 151, 442, 3283, 3188, 0, 
2016-03-28, 18, 1041, 240, 149, 442, 3069, 1875, 0, 
2016-03-28, 19, 1041, 242, 142, 446, 2667, 669, 0, 
2016-03-28, 20, 1041, 241, 143, 493, 1971, 0, 0, 
2016-03-28, 21, 1038, 240, 143, 493, 1595, 0, 0, 
2016-03-28, 22, 1035, 236, 142, 454, 1446, 0, 0, 
2016-03-28, 23, 1028, 231, 140, 438, 1929, 0, 0, 
2016-03-28, 24, 1033, 232, 139, 437, 2551, 0, 0, 
2016-03-29, 1, 1035, 232, 138, 422, 2867, 0, 0, 
2016-03-29, 2, 1036, 232, 141, 415, 3238, 0, 0, 
2016-03-29, 3, 1036, 233, 141, 415, 3205, 0, 0, 
2016-03-29, 4, 1036, 233, 141, 413, 2839, 0, 0, 
2016-03-29, 5, 1035, 233, 145, 412, 2410, 0, 0, 
2016-03-29, 6, 1028, 233, 147, 416, 2180, 0, 0, 
2016-03-29, 7, 1035, 234, 149, 434, 1880, 4, 0, 
2016-03-29, 8, 1035, 233, 147, 477, 1375, 1101, 0, 
2016-03-29, 9, 1036, 231, 148, 476, 1699, 3640, 21, 
2016-03-29, 10, 1036, 235, 153, 422, 1906, 5598, 284, 
2016-03-29, 11, 1036, 238, 158, 379, 1799, 6473, 436, 
2016-03-29, 12, 1037, 240, 159, 379, 1837, 6542, 312, 
2016-03-29, 13, 1037, 241, 160, 378, 1731, 6405, 253, 
2016-03-29, 14, 1038, 239, 160, 384, 2037, 5937, 194, 
2016-03-29, 15, 1037, 239, 163, 382, 2132, 5813, 167, 
2016-03-29, 16, 1037, 241, 166, 380, 1893, 5787, 199, 
2016-03-29, 17, 1037, 241, 166, 430, 1948, 5138, 221, 
2016-03-29, 18, 1035, 240, 165, 423, 1958, 3438, 197, 
2016-03-29, 19, 1036, 241, 164, 440, 2276, 962, 62, 
2016-03-29, 20, 1035, 241, 166, 454, 2631, 0, 0, 
2016-03-29, 21, 1034, 239, 165, 490, 2701, 0, 0, 
2016-03-29, 22, 1035, 235, 164, 457, 2685, 0, 0, 
2016-03-29, 23, 1035, 232, 163, 442, 2390, 0, 0, 
2016-03-29, 24, 1034, 233, 163, 440, 2620, 0, 0, 
2016-03-30, 1, 1034, 232, 159, 419, 2245, 0, 0, 
2016-03-30, 2, 1034, 230, 162, 405, 2291, 0, 0, 
2016-03-30, 3, 1033, 229, 165, 404, 2051, 0, 0, 
2016-03-30, 4, 1033, 231, 166, 407, 1931, 0, 0, 
2016-03-30, 5, 1033, 231, 166, 419, 1903, 0, 0, 
2016-03-30, 6, 1033, 231, 166, 485, 1801, 0, 0, 
2016-03-30, 7, 1034, 233, 164, 495, 1740, 12, 0, 
2016-03-30, 8, 1032, 232, 161, 500, 1549, 1133, 0, 
2016-03-30, 9, 1030, 232, 154, 501, 1433, 3853, 0, 
2016-03-30, 10, 1029, 237, 155, 441, 1311, 5484, 0, 
2016-03-30, 11, 1023, 241, 156, 419, 1048, 6248, 0, 
2016-03-30, 12, 1028, 241, 156, 417, 742, 6120, 70, 
2016-03-30, 13, 1030, 241, 160, 418, 530, 5703, 201, 
2016-03-30, 14, 1028, 240, 160, 427, 425, 5465, 134, 
2016-03-30, 15, 1024, 240, 161, 427, 410, 5700, 31, 
2016-03-30, 16, 1029, 242, 161, 418, 684, 5930, 0, 
2016-03-30, 17, 1031, 243, 162, 467, 1050, 4449, 0, 
2016-03-30, 18, 1029, 241, 163, 497, 1207, 3226, 0, 
2016-03-30, 19, 1025, 239, 164, 501, 1380, 905, 0, 
2016-03-30, 20, 1029, 238, 168, 515, 1571, 0, 0, 
2016-03-30, 21, 1029, 236, 167, 528, 1729, 0, 0, 
2016-03-30, 22, 1030, 234, 166, 509, 1854, 0, 0, 
2016-03-30, 23, 1030, 230, 166, 496, 1879, 0, 0, 
2016-03-30, 24, 1031, 231, 166, 447, 1811, 0, 0, 
2016-03-31, 1, 1033, 232, 164, 432, 1721, 0, 0, 
2016-03-31, 2, 1029, 230, 168, 419, 2002, 0, 0, 
2016-03-31, 3, 1030, 232, 168, 406, 2372, 0, 0, 
2016-03-31, 4, 1029, 234, 169, 407, 2599, 0, 0, 
2016-03-31, 5, 1030, 233, 169, 412, 2667, 0, 0, 
2016-03-31, 6, 1031, 233, 170, 495, 2510, 0, 0, 
2016-03-31, 7, 1030, 231, 169, 543, 2065, 19, 0, 
2016-03-31, 8, 1031, 231, 168, 517, 1746, 1381, 0, 
2016-03-31, 9, 1023, 230, 165, 510, 1614, 4447, 131, 
2016-03-31, 10, 1021, 236, 166, 445, 1254, 6068, 484, 
2016-03-31, 11, 1025, 237, 166, 425, 980, 6737, 564, 
2016-03-31, 12, 1025, 236, 164, 412, 721, 6909, 585, 
2016-03-31, 13, 1025, 239, 166, 411, 740, 6907, 609, 
2016-03-31, 14, 1018, 239, 167, 410, 1026, 6846, 606, 
2016-03-31, 15, 1017, 238, 166, 411, 1726, 6673, 595, 
2016-03-31, 16, 1019, 239, 167, 421, 2549, 5565, 515, 
2016-03-31, 17, 1021, 241, 167, 428, 3095, 5231, 464, 
2016-03-31, 18, 1025, 238, 167, 498, 3637, 3433, 428, 
2016-03-31, 19, 1014, 240, 170, 495, 3588, 949, 68, 
2016-03-31, 20, 1029, 242, 171, 503, 3821, 0, 0, 
2016-03-31, 21, 1030, 237, 171, 518, 3879, 0, 0, 
2016-03-31, 22, 1030, 234, 170, 515, 3956, 0, 0, 
2016-03-31, 23, 1031, 229, 169, 502, 3956, 0, 0, 
2016-03-31, 24, 1030, 231, 169, 476, 3880, 0, 0, 
2016-04-01, 1, 1031, 231, 166, 417, 3535, 0, 0, 
2016-04-01, 2, 1030, 228, 168, 415, 3728, 0, 0, 
2016-04-01, 3, 1031, 230, 170, 414, 3546, 0, 0, 
2016-04-01, 4, 1031, 228, 171, 412, 3018, 0, 0, 
2016-04-01, 5, 1031, 233, 171, 419, 2311, 0, 0, 
2016-04-01, 6, 1031, 232, 171, 486, 1627, 0, 0, 
2016-04-01, 7, 1029, 229, 170, 514, 1250, 18, 0, 
2016-04-01, 8, 1029, 227, 169, 515, 1009, 1348, 54, 
2016-04-01, 9, 1029, 233, 169, 496, 824, 4269, 299, 
2016-04-01, 10, 1028, 236, 168, 442, 754, 5905, 535, 
2016-04-01, 11, 1028, 238, 169, 412, 765, 6553, 586, 
2016-04-01, 12, 1027, 238, 168, 413, 677, 6744, 608, 
2016-04-01, 13, 1026, 239, 168, 413, 539, 6769, 613, 
2016-04-01, 14, 1025, 239, 170, 410, 448, 6745, 609, 
2016-04-01, 15, 1024, 239, 171, 409, 339, 6733, 598, 
2016-04-01, 16, 1022, 234, 170, 418, 330, 6422, 543, 
2016-04-01, 17, 1022, 240, 169, 421, 510, 5604, 464, 
2016-04-01, 18, 1022, 239, 168, 496, 987, 3960, 470, 
2016-04-01, 19, 1024, 240, 167, 501, 1453, 1186, 137, 
2016-04-01, 20, 1026, 240, 167, 519, 1696, 0, 1, 
2016-04-01, 21, 1027, 239, 168, 555, 1763, 0, 0, 
2016-04-01, 22, 1030, 236, 167, 524, 1774, 0, 0, 
2016-04-01, 23, 1030, 231, 167, 494, 1787, 0, 0, 
2016-04-01, 24, 1030, 232, 167, 463, 1832, 0, 0, 
2016-04-02, 1, 1031, 233, 157, 407, 1893, 0, 0, 
2016-04-02, 2, 1033, 233, 157, 406, 1913, 0, 0, 
2016-04-02, 3, 1033, 234, 158, 406, 1741, 0, 0, 
2016-04-02, 4, 1033, 234, 158, 408, 1656, 0, 0, 
2016-04-02, 5, 1033, 236, 158, 410, 1170, 0, 0, 
2016-04-02, 6, 1032, 237, 155, 482, 760, 0, 0, 
2016-04-02, 7, 1032, 238, 136, 482, 451, 36, 0, 
2016-04-02, 8, 1031, 237, 136, 483, 284, 1471, 69, 
2016-04-02, 9, 1029, 235, 138, 475, 156, 4333, 311, 
2016-04-02, 10, 1028, 237, 140, 435, 98, 5923, 520, 
2016-04-02, 11, 1027, 236, 145, 430, 77, 6562, 585, 
2016-04-02, 12, 1025, 235, 153, 413, 126, 6746, 608, 
2016-04-02, 13, 1023, 235, 154, 406, 167, 6740, 607, 
2016-04-02, 14, 1023, 236, 155, 406, 143, 6724, 602, 
2016-04-02, 15, 1022, 237, 155, 405, 147, 6703, 602, 
2016-04-02, 16, 1022, 236, 156, 415, 170, 6414, 595, 
2016-04-02, 17, 1023, 237, 159, 428, 260, 5595, 567, 
2016-04-02, 18, 1023, 236, 159, 501, 493, 3865, 474, 
2016-04-02, 19, 1026, 236, 160, 513, 499, 1123, 151, 
2016-04-02, 20, 1028, 237, 161, 513, 533, 0, 5, 
2016-04-02, 21, 1030, 237, 161, 514, 867, 0, 0, 
2016-04-02, 22, 1034, 237, 161, 513, 1262, 0, 0, 
2016-04-02, 23, 1034, 236, 159, 500, 1484, 0, 0, 
2016-04-02, 24, 1034, 236, 159, 470, 1502, 0, 0, 
2016-04-03, 1, 1022, 235, 155, 423, 1356, 0, 0, 
2016-04-03, 2, 1023, 235, 158, 413, 1291, 0, 0, 
2016-04-03, 3, 1023, 234, 159, 413, 1199, 0, 0, 
2016-04-03, 4, 1024, 234, 160, 412, 1097, 0, 0, 
2016-04-03, 5, 1023, 236, 161, 417, 1100, 0, 0, 
2016-04-03, 6, 1023, 237, 160, 495, 1148, 0, 0, 
2016-04-03, 7, 1023, 236, 162, 509, 1061, 45, 0, 
2016-04-03, 8, 1023, 236, 160, 512, 760, 1516, 93, 
2016-04-03, 9, 1023, 236, 160, 505, 542, 4390, 305, 
2016-04-03, 10, 1021, 236, 160, 409, 375, 5944, 559, 
2016-04-03, 11, 1021, 236, 158, 389, 346, 6565, 623, 
2016-04-03, 12, 1020, 235, 155, 387, 345, 6822, 619, 
2016-04-03, 13, 1021, 234, 156, 384, 430, 6778, 597, 
2016-04-03, 14, 1021, 234, 159, 387, 557, 6551, 578, 
2016-04-03, 15, 1022, 234, 159, 388, 644, 6270, 486, 
2016-04-03, 16, 1019, 235, 159, 388, 776, 5544, 417, 
2016-04-03, 17, 960, 234, 158, 437, 992, 4885, 270, 
2016-04-03, 18, 984, 235, 154, 514, 1422, 3053, 185, 
2016-04-03, 19, 990, 235, 155, 529, 1620, 801, 23, 
2016-04-03, 20, 994, 236, 155, 563, 2136, 0, 0, 
2016-04-03, 21, 996, 237, 154, 561, 2524, 0, 0, 
2016-04-03, 22, 998, 236, 153, 530, 2424, 0, 0, 
2016-04-03, 23, 998, 236, 153, 508, 2546, 0, 0, 
2016-04-03, 24, 997, 236, 155, 470, 2846, 0, 0, 
2016-04-04, 1, 995, 236, 153, 421, 2697, 0, 0, 
2016-04-04, 2, 994, 236, 156, 422, 2891, 0, 0, 
2016-04-04, 3, 994, 237, 156, 421, 2687, 0, 0, 
2016-04-04, 4, 993, 236, 156, 421, 2424, 0, 0, 
2016-04-04, 5, 993, 236, 157, 430, 2308, 0, 0, 
2016-04-04, 6, 994, 234, 157, 492, 2172, 0, 0, 
2016-04-04, 7, 994, 231, 155, 500, 2215, 47, 0, 
2016-04-04, 8, 996, 233, 153, 503, 2117, 1442, 0, 
2016-04-04, 9, 996, 232, 151, 496, 1602, 4192, 26, 
2016-04-04, 10, 997, 234, 151, 438, 1726, 5618, 203, 
2016-04-04, 11, 996, 235, 153, 417, 1861, 6084, 247, 
2016-04-04, 12, 995, 236, 156, 412, 1964, 6372, 283, 
2016-04-04, 13, 995, 239, 156, 408, 2023, 6170, 337, 
2016-04-04, 14, 991, 239, 156, 411, 2096, 6147, 519, 
2016-04-04, 15, 992, 239, 152, 399, 2221, 6394, 574, 
2016-04-04, 16, 992, 238, 156, 404, 2504, 6088, 571, 
2016-04-04, 17, 992, 239, 156, 420, 2613, 5523, 544, 
2016-04-04, 18, 967, 238, 156, 483, 2634, 3801, 448, 
2016-04-04, 19, 997, 240, 155, 497, 2724, 1240, 142, 
2016-04-04, 20, 998, 239, 156, 508, 2781, 0, 4, 
2016-04-04, 21, 996, 236, 163, 509, 3040, 0, 0, 
2016-04-04, 22, 996, 233, 155, 495, 3265, 0, 0, 
2016-04-04, 23, 995, 230, 154, 476, 3097, 0, 0, 
2016-04-04, 24, 996, 230, 155, 447, 3030, 0, 0, 
2016-04-05, 1, 998, 232, 178, 403, 2752, 0, 0, 
2016-04-05, 2, 999, 232, 155, 397, 2590, 0, 0, 
2016-04-05, 3, 999, 233, 155, 408, 2461, 0, 0, 
2016-04-05, 4, 998, 234, 155, 405, 2201, 0, 0, 
2016-04-05, 5, 999, 235, 156, 418, 2069, 0, 0, 
2016-04-05, 6, 1000, 225, 155, 481, 1773, 0, 0, 
2016-04-05, 7, 999, 220, 154, 497, 1342, 30, 0, 
2016-04-05, 8, 999, 220, 154, 483, 985, 1378, 68, 
2016-04-05, 9, 997, 224, 154, 489, 882, 3788, 311, 
2016-04-05, 10, 996, 227, 153, 420, 707, 5233, 531, 
2016-04-05, 11, 996, 225, 154, 399, 1003, 5879, 580, 
2016-04-05, 12, 996, 224, 148, 401, 1020, 6353, 607, 
2016-04-05, 13, 996, 237, 148, 402, 962, 6148, 615, 
2016-04-05, 14, 994, 242, 147, 399, 914, 6376, 609, 
2016-04-05, 15, 993, 242, 149, 398, 719, 6284, 585, 
2016-04-05, 16, 992, 241, 151, 383, 509, 5898, 540, 
2016-04-05, 17, 993, 242, 151, 393, 443, 5168, 496, 
2016-04-05, 18, 993, 242, 151, 475, 463, 3642, 425, 
2016-04-05, 19, 992, 241, 160, 496, 410, 1139, 81, 
2016-04-05, 20, 993, 242, 152, 496, 360, 0, 0, 
2016-04-05, 21, 993, 237, 154, 496, 296, 0, 0, 
2016-04-05, 22, 993, 235, 148, 484, 240, 0, 0, 
2016-04-05, 23, 992, 233, 147, 470, 223, 0, 0, 
2016-04-05, 24, 992, 232, 143, 449, 278, 0, 0, 
2016-04-06, 1, 993, 233, 149, 400, 358, 0, 0, 
2016-04-06, 2, 993, 230, 155, 387, 553, 0, 0, 
2016-04-06, 3, 995, 230, 156, 376, 677, 0, 0, 
2016-04-06, 4, 994, 231, 156, 373, 602, 0, 0, 
2016-04-06, 5, 995, 234, 157, 372, 505, 0, 0, 
2016-04-06, 6, 992, 232, 157, 465, 484, 0, 0, 
2016-04-06, 7, 958, 224, 156, 482, 599, 55, 0, 
2016-04-06, 8, 959, 231, 155, 481, 570, 1238, 0, 
2016-04-06, 9, 959, 229, 155, 475, 490, 3094, 106, 
2016-04-06, 10, 956, 209, 150, 377, 569, 4544, 148, 
2016-04-06, 11, 957, 209, 143, 355, 886, 5710, 120, 
2016-04-06, 12, 955, 203, 144, 354, 1091, 6251, 270, 
2016-04-06, 13, 954, 208, 145, 353, 1054, 6387, 332, 
2016-04-06, 14, 952, 217, 146, 389, 983, 6368, 412, 
2016-04-06, 15, 951, 226, 146, 412, 849, 5863, 498, 
2016-04-06, 16, 951, 227, 147, 449, 724, 5055, 480, 
2016-04-06, 17, 985, 215, 149, 484, 560, 3886, 386, 
2016-04-06, 18, 990, 211, 151, 491, 515, 2127, 214, 
2016-04-06, 19, 990, 220, 150, 537, 632, 505, 0, 
2016-04-06, 20, 991, 223, 152, 540, 936, 0, 0, 
2016-04-06, 21, 992, 218, 178, 538, 967, 0, 0, 
2016-04-06, 22, 992, 222, 178, 485, 878, 0, 0, 
2016-04-06, 23, 995, 225, 178, 468, 893, 0, 0, 
2016-04-06, 24, 998, 224, 176, 436, 941, 0, 0, 
2016-04-07, 1, 1002, 224, 175, 404, 579, 0, 0, 
2016-04-07, 2, 1002, 224, 181, 379, 902, 0, 0, 
2016-04-07, 3, 1002, 226, 181, 379, 1275, 0, 0, 
2016-04-07, 4, 1001, 226, 182, 376, 1332, 0, 0, 
2016-04-07, 5, 1000, 226, 182, 378, 1564, 0, 0, 
2016-04-07, 6, 1000, 225, 180, 459, 1915, 0, 0, 
2016-04-07, 7, 1001, 227, 179, 477, 2052, 9, 0, 
2016-04-07, 8, 1003, 228, 178, 467, 1993, 366, 0, 
2016-04-07, 9, 996, 218, 181, 463, 1956, 1192, 0, 
2016-04-07, 10, 993, 218, 179, 416, 1745, 2412, 0, 
