Date, Hour, RENEWABLES, NUCLEAR, THERMAL, IMPORTS, HYDRO,
2016-03-24, 4, 2952, 2285, 4829, 7705, 2646, 
2016-03-24, 5, 2880, 2285, 5037, 7881, 2699, 
2016-03-24, 6, 3208, 2286, 5545, 8002, 2921, 
2016-03-24, 7, 2868, 2284, 6779, 9120, 3217, 
2016-03-24, 8, 3708, 2285, 7218, 8985, 3220, 
2016-03-24, 9, 6447, 2284, 6043, 7731, 2812, 
2016-03-24, 10, 8449, 2284, 5158, 6819, 2520, 
2016-03-24, 11, 9372, 2284, 5019, 6529, 2493, 
2016-03-24, 12, 9476, 2284, 4951, 6435, 2573, 
2016-03-24, 13, 9360, 2283, 4930, 6443, 2632, 
2016-03-24, 14, 9585, 2282, 4993, 6439, 2446, 
2016-03-24, 15, 9438, 2281, 5289, 6457, 2424, 
2016-03-24, 16, 9657, 2280, 5220, 6216, 2475, 
2016-03-24, 17, 9548, 2280, 5541, 5948, 2453, 
2016-03-24, 18, 7933, 2281, 6267, 6876, 2806, 
2016-03-24, 19, 5733, 2282, 6596, 8342, 3127, 
2016-03-24, 20, 4898, 2283, 7649, 9000, 3796, 
2016-03-24, 21, 4958, 2283, 8304, 8673, 3600, 
2016-03-24, 22, 4936, 2283, 7084, 8839, 3359, 
2016-03-24, 23, 4832, 2284, 5922, 8518, 3175, 
2016-03-24, 24, 4853, 2285, 4780, 8082, 2940, 
2016-03-25, 1, 4772, 2285, 4592, 7237, 2700, 
2016-03-25, 2, 4910, 2287, 3674, 7289, 2809, 
2016-03-25, 3, 4904, 2287, 3592, 6755, 2833, 
2016-03-25, 4, 4923, 2286, 3769, 6345, 2855, 
2016-03-25, 5, 4837, 2287, 4290, 6313, 2755, 
2016-03-25, 6, 4696, 2287, 4545, 7060, 2893, 
2016-03-25, 7, 4144, 2284, 5252, 8630, 3158, 
2016-03-25, 8, 5055, 2285, 5641, 8437, 3061, 
2016-03-25, 9, 7673, 2286, 5159, 7123, 2693, 
2016-03-25, 10, 9533, 2286, 4822, 6113, 2628, 
2016-03-25, 11, 9397, 2287, 4881, 6292, 2765, 
2016-03-25, 12, 9491, 2287, 4746, 6220, 2701, 
2016-03-25, 13, 10181, 2286, 4674, 5500, 2575, 
2016-03-25, 14, 10393, 2287, 4831, 5270, 2523, 
2016-03-25, 15, 9813, 2287, 4616, 5890, 2781, 
2016-03-25, 16, 10028, 2287, 4537, 5723, 2842, 
2016-03-25, 17, 9854, 2287, 4926, 5466, 2815, 
2016-03-25, 18, 8368, 2287, 5379, 6124, 2869, 
2016-03-25, 19, 5716, 2286, 5665, 8226, 3450, 
2016-03-25, 20, 4691, 2286, 6894, 9089, 3712, 
2016-03-25, 21, 4421, 2286, 7301, 9223, 3704, 
2016-03-25, 22, 4797, 2286, 6762, 8577, 3559, 
2016-03-25, 23, 4965, 2287, 6209, 7960, 3330, 
2016-03-25, 24, 5063, 2288, 4836, 7622, 3001, 
2016-03-26, 1, 5053, 2288, 4462, 6742, 2902, 
2016-03-26, 2, 5622, 2288, 3977, 6279, 2851, 
2016-03-26, 3, 5579, 2288, 3735, 6098, 2813, 
2016-03-26, 4, 5444, 2288, 3695, 5964, 2784, 
2016-03-26, 5, 5230, 2289, 3743, 6124, 2890, 
2016-03-26, 6, 4757, 2287, 3769, 6911, 2966, 
2016-03-26, 7, 4258, 2286, 4020, 7932, 3028, 
2016-03-26, 8, 4792, 2288, 4024, 7451, 3016, 
2016-03-26, 9, 7026, 2288, 3969, 6202, 2954, 
2016-03-26, 10, 8654, 2289, 3790, 5194, 2776, 
2016-03-26, 11, 9510, 2290, 3856, 4356, 2595, 
2016-03-26, 12, 9698, 2288, 3901, 4223, 2491, 
2016-03-26, 13, 9843, 2287, 3979, 3889, 2476, 
2016-03-26, 14, 9717, 2288, 3847, 4040, 2522, 
2016-03-26, 15, 9628, 2287, 3775, 4262, 2649, 
2016-03-26, 16, 9293, 2286, 3727, 4755, 2848, 
2016-03-26, 17, 8469, 2288, 4100, 5188, 2849, 
2016-03-26, 18, 6740, 2288, 4751, 6244, 3089, 
2016-03-26, 19, 3997, 2286, 5703, 8240, 3725, 
2016-03-26, 20, 3202, 2287, 6671, 9391, 3979, 
2016-03-26, 21, 3580, 2287, 6893, 9117, 4023, 
2016-03-26, 22, 3641, 2286, 6590, 8896, 3553, 
2016-03-26, 23, 3507, 2288, 6609, 7916, 3393, 
2016-03-26, 24, 3455, 2288, 5607, 7630, 3079, 
2016-03-27, 1, 3767, 2288, 4418, 7240, 2918, 
2016-03-27, 2, 3870, 2289, 3591, 7012, 2898, 
2016-03-27, 3, 3768, 2289, 3318, 6770, 2895, 
2016-03-27, 4, 3507, 2289, 3367, 6663, 2892, 
2016-03-27, 5, 3404, 2290, 3316, 6641, 2992, 
2016-03-27, 6, 3436, 2290, 3469, 6553, 3218, 
2016-03-27, 7, 3172, 2289, 3724, 7195, 3269, 
2016-03-27, 8, 3800, 2289, 3619, 7015, 3138, 
2016-03-27, 9, 5998, 2288, 3518, 6067, 2834, 
2016-03-27, 10, 7550, 2288, 3283, 5374, 2644, 
2016-03-27, 11, 8257, 2290, 3115, 4718, 2576, 
2016-03-27, 12, 8282, 2290, 3168, 4410, 2675, 
2016-03-27, 13, 8270, 2288, 3249, 4220, 2581, 
2016-03-27, 14, 8409, 2287, 3139, 4188, 2587, 
2016-03-27, 15, 8395, 2288, 3037, 4381, 2567, 
2016-03-27, 16, 8730, 2288, 3140, 4062, 2628, 
2016-03-27, 17, 8357, 2288, 3654, 4271, 2711, 
2016-03-27, 18, 7158, 2289, 3963, 5407, 2863, 
2016-03-27, 19, 5231, 2287, 4571, 7182, 3205, 
2016-03-27, 20, 4545, 2288, 5519, 8355, 3655, 
2016-03-27, 21, 4757, 2290, 5517, 8650, 3704, 
2016-03-27, 22, 4720, 2290, 4866, 8537, 3606, 
2016-03-27, 23, 4652, 2291, 4297, 7923, 3352, 
2016-03-27, 24, 4795, 2290, 3987, 6776, 3051, 
2016-03-28, 1, 4461, 2288, 3871, 6350, 2775, 
2016-03-28, 2, 4856, 2290, 3573, 6023, 2613, 
2016-03-28, 3, 4663, 2290, 3529, 6182, 2590, 
2016-03-28, 4, 4294, 2290, 3714, 6274, 2706, 
2016-03-28, 5, 4141, 2291, 3922, 6443, 3046, 
2016-03-28, 6, 4366, 2291, 4291, 6932, 2845, 
2016-03-28, 7, 4464, 2290, 5244, 7899, 3074, 
2016-03-28, 8, 5217, 2290, 5472, 8146, 3245, 
2016-03-28, 9, 7681, 2290, 5749, 6566, 2937, 
2016-03-28, 10, 9278, 2289, 5489, 6085, 2746, 
2016-03-28, 11, 9060, 2289, 5515, 6471, 2843, 
2016-03-28, 12, 9250, 2289, 5396, 5955, 3033, 
2016-03-28, 13, 9917, 2289, 5136, 5608, 2808, 
2016-03-28, 14, 9873, 2290, 4884, 5768, 2827, 
2016-03-28, 15, 9939, 2291, 4931, 5626, 2735, 
2016-03-28, 16, 9425, 2290, 5033, 5687, 2712, 
2016-03-28, 17, 8346, 2289, 5426, 5809, 2879, 
2016-03-28, 18, 6817, 2290, 6044, 6474, 2927, 
2016-03-28, 19, 5207, 2289, 6597, 7755, 3494, 
2016-03-28, 20, 3888, 2290, 8047, 8977, 3936, 
2016-03-28, 21, 3508, 2291, 8579, 9049, 3955, 
2016-03-28, 22, 3313, 2290, 8525, 8307, 3599, 
2016-03-28, 23, 3766, 2290, 6979, 7801, 3364, 
2016-03-28, 24, 4392, 2290, 5735, 7114, 2977, 
2016-03-29, 1, 4693, 2291, 4994, 6003, 3167, 
2016-03-29, 2, 5062, 2291, 4526, 5363, 3093, 
2016-03-29, 3, 5030, 2292, 4480, 5092, 3041, 
2016-03-29, 4, 4662, 2291, 4577, 5283, 3068, 
2016-03-29, 5, 4236, 2291, 4830, 5939, 3162, 
2016-03-29, 6, 4004, 2291, 5217, 7371, 3107, 
2016-03-29, 7, 3737, 2291, 6800, 8130, 3492, 
2016-03-29, 8, 4368, 2292, 7069, 8401, 3478, 
2016-03-29, 9, 7252, 2293, 6486, 6355, 3106, 
2016-03-29, 10, 9634, 2292, 5284, 5288, 2935, 
2016-03-29, 11, 10520, 2292, 4683, 4675, 2853, 
2016-03-29, 12, 10506, 2292, 4214, 4649, 3023, 
2016-03-29, 13, 10205, 2292, 4052, 4951, 2971, 
2016-03-29, 14, 9989, 2292, 4459, 4524, 3154, 
2016-03-29, 15, 9932, 2292, 4470, 4720, 2971, 
2016-03-29, 16, 9703, 2290, 4206, 4974, 3106, 
2016-03-29, 17, 9180, 2290, 4573, 5134, 2998, 
2016-03-29, 18, 7457, 2290, 5368, 6164, 3045, 
2016-03-29, 19, 5181, 2289, 6391, 7775, 3392, 
2016-03-29, 20, 4527, 2289, 7424, 8802, 3779, 
2016-03-29, 21, 4630, 2289, 7439, 9209, 3808, 
2016-03-29, 22, 4575, 2289, 6639, 9153, 3427, 
2016-03-29, 23, 4263, 2289, 6102, 8011, 3299, 
2016-03-29, 24, 4490, 2289, 5066, 7427, 3112, 
2016-03-30, 1, 4087, 2289, 5370, 6514, 2899, 
2016-03-30, 2, 4121, 2289, 5160, 6072, 2774, 
2016-03-30, 3, 3883, 2289, 5135, 5965, 2743, 
2016-03-30, 4, 3768, 2289, 5065, 6128, 2713, 
2016-03-30, 5, 3752, 2289, 5002, 6665, 2787, 
2016-03-30, 6, 3717, 2289, 5381, 7481, 2918, 
2016-03-30, 7, 3677, 2289, 6388, 8527, 3097, 
2016-03-30, 8, 4606, 2289, 6225, 8794, 3206, 
2016-03-30, 9, 7203, 2289, 5728, 6987, 2934, 
2016-03-30, 10, 8657, 2288, 4845, 6351, 2750, 
2016-03-30, 11, 9135, 2289, 4558, 5924, 2784, 
2016-03-30, 12, 8773, 2288, 4660, 5841, 2808, 
2016-03-30, 13, 8283, 2287, 4802, 5947, 2747, 
2016-03-30, 14, 7879, 2287, 5007, 5967, 2806, 
2016-03-30, 15, 7993, 2288, 4965, 5823, 2781, 
2016-03-30, 16, 8464, 2287, 4748, 5452, 2762, 
2016-03-30, 17, 7402, 2288, 5153, 6022, 3040, 
2016-03-30, 18, 6363, 2288, 5592, 7051, 2994, 
2016-03-30, 19, 4214, 2288, 6475, 8735, 3385, 
2016-03-30, 20, 3520, 2289, 7863, 9506, 3709, 
2016-03-30, 21, 3688, 2289, 7867, 9815, 3675, 
2016-03-30, 22, 3793, 2289, 7200, 9464, 3365, 
2016-03-30, 23, 3800, 2290, 6790, 8140, 3215, 
2016-03-30, 24, 3686, 2291, 5947, 7588, 2957, 
2016-03-31, 1, 3581, 2290, 5401, 7088, 2979, 
2016-03-31, 2, 3848, 2292, 5023, 6701, 2699, 
2016-03-31, 3, 4207, 2291, 4586, 6311, 2631, 
2016-03-31, 4, 4438, 2290, 4320, 6183, 2710, 
2016-03-31, 5, 4511, 2290, 4323, 6290, 2714, 
2016-03-31, 6, 4440, 2289, 4763, 6998, 2798, 
2016-03-31, 7, 4058, 2289, 5732, 8212, 3227, 
2016-03-31, 8, 5073, 2290, 5970, 8001, 3260, 
2016-03-31, 9, 8121, 2290, 4989, 6627, 2700, 
2016-03-31, 10, 9673, 2290, 4875, 4998, 2757, 
2016-03-31, 11, 10134, 2290, 4840, 4473, 2526, 
2016-03-31, 12, 10053, 2289, 4872, 4102, 2475, 
2016-03-31, 13, 10096, 2288, 4793, 3932, 2380, 
2016-03-31, 14, 10313, 2288, 4694, 3937, 2251, 
2016-03-31, 15, 10827, 2288, 4694, 3671, 2041, 
2016-03-31, 16, 10476, 2288, 4745, 3675, 2391, 
2016-03-31, 17, 10647, 2289, 4793, 3783, 2349, 
2016-03-31, 18, 9427, 2290, 4968, 5009, 2600, 
2016-03-31, 19, 6523, 2289, 5110, 7746, 3294, 
2016-03-31, 20, 5766, 2289, 6344, 8502, 3745, 
2016-03-31, 21, 5834, 2289, 6564, 8690, 3779, 
2016-03-31, 22, 5906, 2290, 6342, 8420, 3284, 
2016-03-31, 23, 5886, 2290, 5865, 7285, 3079, 
2016-03-31, 24, 5786, 2290, 4964, 6565, 2842, 
2016-04-01, 1, 5380, 2291, 5074, 5471, 2793, 
2016-04-01, 2, 5570, 2290, 4621, 5177, 2549, 
2016-04-01, 3, 5391, 2290, 4604, 5113, 2466, 
2016-04-01, 4, 4859, 2289, 4538, 5608, 2511, 
2016-04-01, 5, 4165, 2290, 4807, 6409, 2585, 
2016-04-01, 6, 3548, 2291, 5411, 7328, 3017, 
2016-04-01, 7, 3211, 2290, 6447, 8529, 3271, 
2016-04-01, 8, 4351, 2291, 6650, 8447, 3122, 
2016-04-01, 9, 7318, 2290, 5791, 6969, 2792, 
2016-04-01, 10, 9069, 2289, 5018, 6251, 2528, 
2016-04-01, 11, 9749, 2289, 4787, 5682, 2360, 
2016-04-01, 12, 9876, 2286, 4692, 5635, 2181, 
2016-04-01, 13, 9768, 2284, 4589, 5305, 2453, 
2016-04-01, 14, 9646, 2286, 4590, 5497, 2455, 
2016-04-01, 15, 9514, 2289, 4541, 5694, 2435, 
2016-04-01, 16, 9140, 2289, 4606, 5790, 2571, 
2016-04-01, 17, 8431, 2290, 4775, 6177, 2669, 
2016-04-01, 18, 7342, 2289, 5288, 6842, 2811, 
2016-04-01, 19, 4709, 2289, 6659, 8215, 3218, 
2016-04-01, 20, 3649, 2290, 7995, 9127, 3383, 
2016-04-01, 21, 3751, 2290, 8027, 9318, 3504, 
2016-04-01, 22, 3731, 2290, 7571, 9145, 3377, 
2016-04-01, 23, 3709, 2291, 7243, 8176, 3111, 
2016-04-01, 24, 3724, 2288, 6210, 7542, 3001, 
2016-04-02, 1, 3721, 2287, 5543, 7150, 2735, 
2016-04-02, 2, 3742, 2288, 5017, 6955, 2636, 
2016-04-02, 3, 3571, 2289, 4864, 6779, 2584, 
2016-04-02, 4, 3489, 2289, 4953, 6636, 2613, 
2016-04-02, 5, 3007, 2291, 5011, 7158, 2732, 
2016-04-02, 6, 2666, 2291, 5176, 7440, 2929, 
2016-04-02, 7, 2375, 2291, 5746, 7875, 3112, 
2016-04-02, 8, 3712, 2291, 5414, 7384, 2884, 
2016-04-02, 9, 6676, 2290, 5208, 5275, 2710, 
2016-04-02, 10, 8381, 2289, 5050, 4387, 2635, 
2016-04-02, 11, 9062, 2289, 4823, 4355, 2515, 
2016-04-02, 12, 9305, 2287, 4752, 3932, 2498, 
2016-04-02, 13, 9332, 2287, 4453, 4401, 2374, 
2016-04-02, 14, 9289, 2287, 4409, 4479, 2382, 
2016-04-02, 15, 9271, 2288, 4583, 4489, 2369, 
2016-04-02, 16, 9008, 2288, 4954, 4413, 2523, 
2016-04-02, 17, 8268, 2289, 5676, 4578, 2593, 
2016-04-02, 18, 6752, 2288, 6551, 5194, 2882, 
2016-04-02, 19, 3708, 2289, 8936, 5968, 3354, 
2016-04-02, 20, 2478, 2290, 10870, 6470, 3481, 
2016-04-02, 21, 2809, 2291, 10897, 6524, 3462, 
2016-04-02, 22, 3205, 2291, 10179, 6209, 3170, 
2016-04-02, 23, 3413, 2291, 9249, 5678, 3022, 
2016-04-02, 24, 3401, 2289, 8034, 5413, 2925, 
2016-04-03, 1, 3191, 2289, 7192, 5287, 2870, 
2016-04-03, 2, 3119, 2290, 7010, 4720, 2750, 
2016-04-03, 3, 3028, 2290, 6071, 5222, 2676, 
2016-04-03, 4, 2927, 2289, 5401, 5636, 2703, 
2016-04-03, 5, 2936, 2290, 5300, 5671, 2716, 
2016-04-03, 6, 3063, 2291, 5372, 5723, 2784, 
2016-04-03, 7, 3036, 2291, 5312, 6135, 2971, 
2016-04-03, 8, 4301, 2289, 4993, 5485, 2819, 
2016-04-03, 9, 7161, 2288, 4137, 4501, 2713, 
2016-04-03, 10, 8704, 2288, 4058, 3898, 2581, 
2016-04-03, 11, 9339, 2288, 3861, 3991, 2266, 
2016-04-03, 12, 9583, 2288, 3600, 4083, 2224, 
2016-04-03, 13, 9601, 2287, 3752, 3894, 2284, 
2016-04-03, 14, 9487, 2288, 3635, 4220, 2389, 
2016-04-03, 15, 9204, 2288, 3854, 4537, 2554, 
2016-04-03, 16, 8539, 2289, 4479, 4813, 2739, 
2016-04-03, 17, 7935, 2291, 5168, 4792, 2684, 
2016-04-03, 18, 6547, 2289, 6284, 5438, 2978, 
2016-04-03, 19, 4354, 2290, 8397, 5991, 3192, 
2016-04-03, 20, 4084, 2291, 9423, 6539, 3291, 
2016-04-03, 21, 4472, 2291, 9378, 6719, 3273, 
2016-04-03, 22, 4341, 2288, 8963, 6541, 2953, 
2016-04-03, 23, 4441, 2288, 7763, 6130, 2702, 
2016-04-03, 24, 4704, 2288, 6348, 5764, 2435, 
2016-04-04, 1, 4503, 2288, 5204, 6044, 2385, 
2016-04-04, 2, 4700, 2290, 4787, 6022, 2279, 
2016-04-04, 3, 4496, 2289, 4288, 6424, 2311, 
2016-04-04, 4, 4230, 2289, 4298, 6695, 2290, 
2016-04-04, 5, 4124, 2290, 4473, 6962, 2330, 
2016-04-04, 6, 4049, 2291, 4949, 7736, 2291, 
2016-04-04, 7, 4143, 2291, 6011, 8116, 2730, 
2016-04-04, 8, 5445, 2291, 5999, 7986, 2743, 
2016-04-04, 9, 7696, 2290, 5256, 7105, 2500, 
2016-04-04, 10, 9368, 2290, 4748, 6526, 2318, 
2016-04-04, 11, 9994, 2289, 4958, 6251, 2195, 
2016-04-04, 12, 10417, 2288, 5159, 5883, 2280, 
2016-04-04, 13, 10327, 2287, 5302, 6187, 2070, 
2016-04-04, 14, 10560, 2287, 5398, 6273, 2040, 
2016-04-04, 15, 10972, 2287, 5150, 6256, 2142, 
2016-04-04, 16, 10954, 2287, 4994, 6383, 2217, 
2016-04-04, 17, 10486, 2288, 5040, 6633, 2631, 
2016-04-04, 18, 8728, 2288, 6207, 7081, 2641, 
2016-04-04, 19, 5995, 2289, 7584, 7989, 3228, 
2016-04-04, 20, 4685, 2289, 8420, 9151, 3671, 
2016-04-04, 21, 4945, 2289, 8075, 9298, 3828, 
2016-04-04, 22, 5144, 2289, 7367, 8806, 3392, 
2016-04-04, 23, 4952, 2289, 6424, 7857, 3132, 
2016-04-04, 24, 4858, 2288, 5517, 7028, 2708, 
2016-04-05, 1, 4563, 2287, 5103, 6826, 2421, 
2016-04-05, 2, 4372, 2289, 4859, 6700, 2280, 
2016-04-05, 3, 4256, 2288, 4362, 6681, 2370, 
2016-04-05, 4, 3994, 2288, 4436, 6866, 2277, 
2016-04-05, 5, 3877, 2289, 4458, 7105, 2527, 
2016-04-05, 6, 3635, 2289, 5080, 7706, 2635, 
2016-04-05, 7, 3242, 2290, 6128, 8929, 3096, 
2016-04-05, 8, 4288, 2290, 6381, 8794, 3091, 
2016-04-05, 9, 6845, 2290, 5612, 7567, 2809, 
2016-04-05, 10, 8268, 2289, 5430, 6893, 2487, 
2016-04-05, 11, 9235, 2288, 5351, 6626, 2247, 
2016-04-05, 12, 9749, 2287, 5260, 6537, 2177, 
2016-04-05, 13, 9508, 2286, 5263, 6816, 2415, 
2016-04-05, 14, 9681, 2286, 5499, 7000, 2465, 
2016-04-05, 15, 9370, 2286, 5651, 7693, 2492, 
2016-04-05, 16, 8715, 2286, 6038, 8182, 2723, 
2016-04-05, 17, 7886, 2287, 7269, 7921, 2741, 
2016-04-05, 18, 6391, 2288, 8105, 8252, 3377, 
2016-04-05, 19, 3521, 2289, 9779, 8997, 3683, 
2016-04-05, 20, 2243, 2290, 10974, 9931, 3759, 
2016-04-05, 21, 2176, 2290, 10991, 9878, 4131, 
2016-04-05, 22, 2099, 2290, 10558, 9288, 3576, 
2016-04-05, 23, 2065, 2289, 9583, 8345, 3196, 
2016-04-05, 24, 2093, 2288, 8157, 7970, 2739, 
2016-04-06, 1, 2132, 2288, 7089, 7705, 2517, 
2016-04-06, 2, 2319, 2289, 6363, 7401, 2360, 
2016-04-06, 3, 2434, 2289, 6265, 7164, 2344, 
2016-04-06, 4, 2357, 2288, 6083, 7171, 2376, 
2016-04-06, 5, 2263, 2289, 5950, 7475, 2355, 
2016-04-06, 6, 2330, 2289, 6365, 8068, 2602, 
2016-04-06, 7, 2474, 2289, 7420, 8659, 3014, 
2016-04-06, 8, 3635, 2291, 7897, 8168, 3002, 
2016-04-06, 9, 5507, 2290, 7569, 7645, 2734, 
2016-04-06, 10, 6953, 2288, 6747, 7717, 2500, 
2016-04-06, 11, 8380, 2286, 6237, 7407, 2526, 
2016-04-06, 12, 9269, 2286, 6274, 7153, 2514, 
2016-04-06, 13, 9433, 2284, 6598, 7100, 2690, 
2016-04-06, 14, 9467, 2283, 6641, 7547, 2667, 
2016-04-06, 15, 8944, 2282, 7213, 7685, 2798, 
2016-04-06, 16, 8032, 2281, 8303, 7855, 2913, 
2016-04-06, 17, 6665, 2281, 8906, 8327, 3248, 
2016-04-06, 18, 4699, 2283, 10174, 8309, 3638, 
2016-04-06, 19, 3035, 2284, 11191, 8776, 3608, 
2016-04-06, 20, 2842, 2286, 11546, 9457, 3608, 
2016-04-06, 21, 2893, 2286, 11422, 9649, 3596, 
2016-04-06, 22, 2755, 2286, 10843, 8766, 3584, 
2016-04-06, 23, 2759, 2289, 9764, 8144, 3043, 
2016-04-06, 24, 2776, 2288, 8091, 7966, 2750, 
2016-04-07, 1, 2385, 2283, 7658, 7729, 2568, 
2016-04-07, 2, 2688, 2280, 6795, 7471, 2623, 
2016-04-07, 3, 3062, 2279, 6454, 6896, 2587, 
2016-04-07, 4, 3117, 2280, 6307, 6943, 2429, 
2016-04-07, 5, 3349, 2283, 6318, 7051, 2474, 
2016-04-07, 6, 3780, 2285, 6640, 7227, 2651, 
2016-04-07, 7, 3944, 2286, 7536, 7866, 3072, 
2016-04-07, 8, 4234, 2287, 8263, 8057, 3136, 
2016-04-07, 9, 5006, 2288, 8874, 7733, 2926, 
2016-04-07, 10, 5962, 2289, 9047, 7238, 2761, 
2016-04-07, 11, 7118, 2289, 8942, 6848, 2434, 
2016-04-07, 12, 7635, 2289, 8159, 7000, 2678, 
2016-04-07, 13, 7408, 2288, 8151, 7256, 2699, 
2016-04-07, 14, 7000, 2283, 8430, 7569, 2564, 
2016-04-07, 15, 6626, 2283, 8068, 7794, 2916, 
2016-04-07, 16, 5850, 2284, 8574, 7602, 2859, 
2016-04-07, 17, 4971, 2285, 9029, 7532, 2912, 
2016-04-07, 18, 4522, 2285, 8785, 7701, 3149, 
2016-04-07, 19, 3978, 2286, 8527, 8439, 3412, 
2016-04-07, 20, 3790, 2287, 9263, 8661, 3838, 
2016-04-07, 21, 3624, 2288, 9217, 8972, 3867, 
2016-04-07, 22, 3580, 2288, 8978, 8358, 3409, 
2016-04-07, 23, 3507, 2288, 8258, 7787, 3043, 
2016-04-07, 24, 3194, 2287, 6830, 7877, 2858, 
2016-04-08, 1, 2707, 2285, 6561, 7507, 2615, 
2016-04-08, 2, 2752, 2283, 5862, 7489, 2658, 
2016-04-08, 3, 2520, 2283, 5727, 7362, 2799, 
2016-04-08, 4, 2261, 2283, 5676, 7437, 2861, 
2016-04-08, 5, 2137, 2284, 5913, 7746, 2847, 
2016-04-08, 6, 2230, 2284, 6208, 8047, 3122, 
2016-04-08, 7, 2296, 2285, 7710, 8515, 3355, 
2016-04-08, 8, 2909, 2286, 9634, 7161, 3656, 
2016-04-08, 9, 3689, 2285, 9977, 7053, 3349, 
2016-04-08, 10, 4910, 2283, 9836, 6916, 3031, 
2016-04-08, 11, 5515, 2283, 9554, 7028, 2902, 
2016-04-08, 12, 5043, 2283, 9365, 7295, 3222, 
2016-04-08, 13, 5561, 2284, 9338, 6761, 3000, 
2016-04-08, 14, 5632, 2284, 8700, 7309, 2919, 
2016-04-08, 15, 5818, 2284, 8993, 6793, 2765, 
2016-04-08, 16, 6097, 2285, 8133, 6891, 2773, 
2016-04-08, 17, 5371, 2285, 8289, 6927, 3041, 
2016-04-08, 18, 4514, 2282, 8061, 7504, 3276, 
2016-04-08, 19, 3156, 2283, 8487, 8423, 3587, 
2016-04-08, 20, 3036, 2284, 9191, 8854, 3612, 
2016-04-08, 21, 3152, 2284, 8628, 9229, 3714, 
2016-04-08, 22, 3410, 2285, 8059, 8834, 3398, 
2016-04-08, 23, 3317, 2289, 7809, 7801, 3282, 
2016-04-08, 24, 3210, 2288, 6828, 7363, 3138, 
2016-04-09, 1, 2944, 2286, 6173, 7275, 2903, 
2016-04-09, 2, 3408, 2287, 5286, 7134, 2696, 
2016-04-09, 3, 3566, 2286, 4885, 6876, 2593, 
2016-04-09, 4, 3235, 2284, 5170, 6720, 2521, 
2016-04-09, 5, 2965, 2285, 5003, 7083, 2685, 
2016-04-09, 6, 2819, 2284, 5023, 7467, 2894, 
2016-04-09, 7, 2562, 2283, 5568, 8207, 2908, 
2016-04-09, 8, 3387, 2284, 5704, 7994, 2623, 
2016-04-09, 9, 4737, 2285, 5269, 7923, 2683, 
2016-04-09, 10, 5980, 2286, 5240, 7602, 2552, 
2016-04-09, 11, 6759, 2287, 4816, 7554, 2745, 
2016-04-09, 12, 6618, 2286, 5153, 7728, 2590, 
2016-04-09, 13, 7092, 2286, 4931, 7764, 2532, 
2016-04-09, 14, 6793, 2287, 4800, 7845, 2590, 
2016-04-09, 15, 6643, 2286, 4942, 7585, 2574, 
2016-04-09, 16, 5720, 2283, 5033, 7777, 2708, 
2016-04-09, 17, 5234, 2283, 5427, 7485, 2881, 
2016-04-09, 18, 4551, 2284, 5588, 8051, 3007, 
2016-04-09, 19, 3609, 2284, 6171, 8535, 3255, 
2016-04-09, 20, 3314, 2285, 7077, 8608, 3683, 
2016-04-09, 21, 3097, 2286, 6834, 9114, 3968, 
2016-04-09, 22, 3011, 2285, 6893, 8700, 3510, 
2016-04-09, 23, 3026, 2286, 6762, 7754, 3293, 
2016-04-09, 24, 2958, 2287, 6128, 7568, 2986, 
2016-04-10, 1, 2440, 2286, 5697, 7692, 2872, 
2016-04-10, 2, 2774, 2287, 4689, 7702, 2662, 
2016-04-10, 3, 2971, 2286, 3925, 7821, 2526, 
2016-04-10, 4, 3149, 2284, 3715, 7596, 2669, 
2016-04-10, 5, 3266, 2285, 3642, 7467, 2848, 
2016-04-10, 6, 3386, 2285, 3767, 7456, 2936, 
2016-04-10, 7, 3516, 2283, 3738, 7742, 3086, 
2016-04-10, 8, 3984, 2284, 3870, 7574, 2862, 
2016-04-10, 9, 5425, 2285, 3781, 7253, 2809, 
2016-04-10, 10, 6860, 2285, 3889, 6619, 2669, 
2016-04-10, 11, 8043, 2286, 3778, 5852, 2733, 
2016-04-10, 12, 7944, 2287, 3798, 5889, 2797, 
2016-04-10, 13, 8332, 2287, 3602, 5861, 2536, 
2016-04-10, 14, 8248, 2286, 3643, 5837, 2642, 
2016-04-10, 15, 8062, 2286, 3706, 6037, 2608, 
2016-04-10, 16, 8032, 2286, 3829, 5988, 2680, 
2016-04-10, 17, 7273, 2286, 4228, 6400, 2821, 
2016-04-10, 18, 6442, 2287, 4773, 6847, 2852, 
2016-04-10, 19, 4856, 2286, 5559, 7811, 3049, 
2016-04-10, 20, 3943, 2286, 6711, 8446, 3457, 
2016-04-10, 21, 4153, 2287, 6879, 8448, 3653, 
2016-04-10, 22, 4204, 2286, 6505, 8037, 3266, 
2016-04-10, 23, 3995, 2287, 5938, 7719, 3010, 
2016-04-10, 24, 3952, 2288, 5184, 7215, 2889, 
2016-04-11, 1, 3600, 2287, 5320, 6819, 2612, 
2016-04-11, 2, 3235, 2287, 4830, 7199, 2649, 
2016-04-11, 3, 3035, 2286, 4952, 7057, 2493, 
2016-04-11, 4, 2828, 2286, 4873, 7162, 2632, 
2016-04-11, 5, 2699, 2286, 5114, 7546, 2678, 
2016-04-11, 6, 2479, 2286, 6228, 7737, 2806, 
2016-04-11, 7, 2404, 2285, 7622, 8012, 2931, 
