Date, Hour, RENEWABLES, NUCLEAR, THERMAL, IMPORTS, HYDRO,
2016-01-01, 1, 2813, 2282, 10831, 6470, 973, 
2016-01-01, 2, 2779, 2281, 10074, 6410, 1054, 
2016-01-01, 3, 2721, 2281, 9689, 6262, 1052, 
2016-01-01, 4, 2751, 2281, 9664, 5942, 1054, 
2016-01-01, 5, 2823, 2281, 9351, 6119, 1151, 
2016-01-01, 6, 2751, 2282, 9896, 5938, 1278, 
2016-01-01, 7, 2743, 2281, 9627, 6608, 1394, 
2016-01-01, 8, 3298, 2281, 9654, 6164, 1325, 
2016-01-01, 9, 5378, 2281, 8824, 5224, 1075, 
2016-01-01, 10, 7159, 2279, 7584, 4963, 979, 
2016-01-01, 11, 7671, 2279, 7545, 4712, 852, 
2016-01-01, 12, 7610, 2278, 7626, 4368, 784, 
2016-01-01, 13, 7558, 2277, 7681, 3980, 818, 
2016-01-01, 14, 7230, 2276, 7737, 3964, 827, 
2016-01-01, 15, 6310, 2276, 8147, 4532, 894, 
2016-01-01, 16, 4381, 2275, 9042, 5250, 1203, 
2016-01-01, 17, 1990, 2275, 11231, 6438, 1357, 
2016-01-01, 18, 1988, 2276, 13133, 7213, 1894, 
2016-01-01, 19, 2010, 2275, 13138, 7593, 2143, 
2016-01-01, 20, 2011, 2275, 13179, 7518, 1970, 
2016-01-01, 21, 1999, 2276, 13218, 7205, 1814, 
2016-01-01, 22, 1929, 2276, 12614, 7314, 1493, 
2016-01-01, 23, 1884, 2277, 12057, 6909, 1322, 
2016-01-01, 24, 1871, 2278, 11556, 6299, 1182, 
2016-01-02, 1, 1841, 2277, 10916, 6125, 1056, 
2016-01-02, 2, 1842, 2277, 10100, 6116, 1058, 
2016-01-02, 3, 1878, 2277, 9536, 6173, 1060, 
2016-01-02, 4, 1938, 2277, 9367, 6081, 1076, 
2016-01-02, 5, 1922, 2278, 9741, 5902, 1102, 
2016-01-02, 6, 1994, 2277, 9934, 6007, 1315, 
2016-01-02, 7, 2130, 2277, 9942, 6627, 1384, 
2016-01-02, 8, 2700, 2278, 9947, 6678, 1422, 
2016-01-02, 9, 4108, 2277, 9763, 6316, 1204, 
2016-01-02, 10, 5181, 2277, 9791, 5670, 1140, 
2016-01-02, 11, 5580, 2277, 9696, 5221, 1021, 
2016-01-02, 12, 6022, 2277, 9045, 4962, 970, 
2016-01-02, 13, 6063, 2276, 8602, 5058, 983, 
2016-01-02, 14, 5613, 2277, 9225, 4919, 972, 
2016-01-02, 15, 5316, 2277, 9031, 5366, 1009, 
2016-01-02, 16, 3539, 2275, 10001, 5858, 1285, 
2016-01-02, 17, 2121, 2276, 11072, 7044, 1414, 
2016-01-02, 18, 2169, 2277, 12596, 7943, 1858, 
2016-01-02, 19, 2280, 2276, 12491, 8142, 2164, 
2016-01-02, 20, 2255, 2276, 12780, 7833, 1925, 
2016-01-02, 21, 2253, 2276, 12820, 7564, 1653, 
2016-01-02, 22, 2144, 2276, 12188, 7487, 1542, 
2016-01-02, 23, 2038, 2275, 11990, 6797, 1289, 
2016-01-02, 24, 2043, 2276, 11412, 6345, 1086, 
2016-01-03, 1, 2014, 2275, 10290, 6404, 1025, 
2016-01-03, 2, 2055, 2276, 9701, 6103, 918, 
2016-01-03, 3, 2020, 2275, 8939, 6313, 939, 
2016-01-03, 4, 2027, 2275, 8851, 6148, 937, 
2016-01-03, 5, 2055, 2277, 8716, 6188, 1106, 
2016-01-03, 6, 2061, 2276, 8904, 6320, 1257, 
2016-01-03, 7, 2197, 2275, 9072, 6782, 1326, 
2016-01-03, 8, 2772, 2276, 9220, 6497, 1291, 
2016-01-03, 9, 4054, 2275, 8943, 5960, 1027, 
2016-01-03, 10, 5130, 2274, 8958, 5149, 987, 
2016-01-03, 11, 5938, 2275, 8224, 5079, 949, 
2016-01-03, 12, 6300, 2275, 7908, 4911, 947, 
2016-01-03, 13, 6305, 2274, 8099, 4680, 958, 
2016-01-03, 14, 5674, 2274, 8698, 4743, 970, 
2016-01-03, 15, 4525, 2276, 9543, 5236, 995, 
2016-01-03, 16, 3836, 2276, 10181, 5373, 1110, 
2016-01-03, 17, 2620, 2275, 10934, 6585, 1476, 
2016-01-03, 18, 2570, 2276, 12626, 7260, 2334, 
2016-01-03, 19, 2829, 2276, 12722, 7673, 2096, 
2016-01-03, 20, 2770, 2276, 12699, 7602, 1978, 
2016-01-03, 21, 2679, 2276, 12522, 7415, 1720, 
2016-01-03, 22, 2592, 2276, 11751, 7168, 1476, 
2016-01-03, 23, 2372, 2276, 10806, 6865, 1312, 
2016-01-03, 24, 2195, 2276, 10550, 6197, 1027, 
2016-01-04, 1, 2259, 2276, 9662, 5968, 901, 
2016-01-04, 2, 2299, 2277, 8918, 5960, 832, 
2016-01-04, 3, 2118, 2276, 8552, 6041, 830, 
2016-01-04, 4, 2037, 2276, 8904, 5749, 866, 
2016-01-04, 5, 1971, 2278, 9151, 5999, 1020, 
2016-01-04, 6, 2039, 2277, 10296, 6128, 1312, 
2016-01-04, 7, 2017, 2276, 11888, 6802, 1539, 
2016-01-04, 8, 2130, 2277, 12799, 7229, 1551, 
2016-01-04, 9, 2682, 2277, 13105, 6902, 1440, 
2016-01-04, 10, 3098, 2275, 13437, 6577, 1143, 
2016-01-04, 11, 3574, 2275, 13349, 6122, 1103, 
2016-01-04, 12, 4368, 2276, 12659, 5806, 1038, 
2016-01-04, 13, 4449, 2274, 12347, 5974, 983, 
2016-01-04, 14, 4046, 2274, 12718, 5953, 1026, 
2016-01-04, 15, 3998, 2275, 12707, 5905, 1000, 
2016-01-04, 16, 3116, 2275, 12774, 6316, 1298, 
2016-01-04, 17, 2276, 2275, 13798, 6572, 1759, 
2016-01-04, 18, 2353, 2276, 14557, 7489, 2544, 
2016-01-04, 19, 2438, 2276, 14224, 8146, 2436, 
2016-01-04, 20, 2390, 2276, 13926, 7820, 2575, 
2016-01-04, 21, 2327, 2277, 13798, 7649, 1949, 
2016-01-04, 22, 2124, 2275, 12949, 7330, 1750, 
2016-01-04, 23, 2112, 2277, 11862, 6770, 1317, 
2016-01-04, 24, 2171, 2278, 10624, 6172, 1060, 
2016-01-05, 1, 2252, 2274, 9714, 5824, 860, 
2016-01-05, 2, 2286, 2274, 9662, 5141, 784, 
2016-01-05, 3, 2209, 2275, 9064, 5329, 840, 
2016-01-05, 4, 2262, 2275, 8924, 5341, 820, 
2016-01-05, 5, 2375, 2277, 9053, 5615, 857, 
2016-01-05, 6, 2338, 2277, 10295, 5876, 970, 
2016-01-05, 7, 2344, 2276, 11546, 6886, 1280, 
2016-01-05, 8, 2352, 2277, 12759, 7275, 1431, 
2016-01-05, 9, 2643, 2278, 13250, 7321, 1454, 
2016-01-05, 10, 2620, 2277, 14061, 7217, 1486, 
2016-01-05, 11, 3168, 2277, 14360, 7030, 1292, 
2016-01-05, 12, 3348, 2278, 14110, 7122, 1310, 
2016-01-05, 13, 3374, 2277, 13887, 7409, 1231, 
2016-01-05, 14, 3143, 2277, 14118, 7323, 1110, 
2016-01-05, 15, 2853, 2277, 13877, 7448, 1027, 
2016-01-05, 16, 3330, 2277, 13023, 7379, 1111, 
2016-01-05, 17, 3521, 2279, 12799, 7753, 1467, 
2016-01-05, 18, 3426, 2278, 14033, 8094, 2153, 
2016-01-05, 19, 3058, 2277, 13933, 8725, 2347, 
2016-01-05, 20, 3205, 2278, 13770, 8169, 2311, 
2016-01-05, 21, 3417, 2278, 13534, 7660, 1981, 
2016-01-05, 22, 3760, 2277, 12461, 7225, 1443, 
2016-01-05, 23, 4086, 2277, 11007, 6577, 1103, 
2016-01-05, 24, 4211, 2277, 9672, 6151, 914, 
2016-01-06, 1, 3660, 2276, 9334, 5682, 869, 
2016-01-06, 2, 4037, 2278, 8183, 5626, 841, 
2016-01-06, 3, 4131, 2277, 7769, 5455, 838, 
2016-01-06, 4, 3926, 2276, 7889, 5473, 850, 
2016-01-06, 5, 3937, 2278, 8295, 5586, 918, 
2016-01-06, 6, 3629, 2277, 9582, 6126, 1137, 
2016-01-06, 7, 3505, 2278, 10982, 7044, 1331, 
2016-01-06, 8, 4126, 2279, 11493, 7411, 1391, 
2016-01-06, 9, 5077, 2279, 11359, 7187, 1299, 
2016-01-06, 10, 5892, 2277, 11425, 6766, 1096, 
2016-01-06, 11, 5810, 2277, 11734, 6769, 1092, 
2016-01-06, 12, 5744, 2277, 11821, 7004, 1101, 
2016-01-06, 13, 5052, 2276, 12042, 7196, 1401, 
2016-01-06, 14, 4615, 2275, 13119, 6526, 1456, 
2016-01-06, 15, 3643, 2275, 13046, 7549, 1338, 
2016-01-06, 16, 3010, 2276, 13585, 7835, 1170, 
2016-01-06, 17, 2299, 2275, 14733, 7731, 1478, 
2016-01-06, 18, 2394, 2276, 15576, 7864, 2392, 
2016-01-06, 19, 2424, 2277, 15274, 8040, 2655, 
2016-01-06, 20, 2451, 2277, 14953, 8175, 2178, 
2016-01-06, 21, 2373, 2277, 14627, 8141, 1762, 
2016-01-06, 22, 2316, 2277, 13429, 8117, 1435, 
2016-01-06, 23, 2240, 2276, 12373, 7192, 1376, 
2016-01-06, 24, 2276, 2277, 11096, 6681, 1034, 
2016-01-07, 1, 1925, 2278, 10683, 6167, 979, 
2016-01-07, 2, 2310, 2276, 9848, 6061, 908, 
2016-01-07, 3, 2184, 2275, 9509, 6115, 866, 
2016-01-07, 4, 2364, 2275, 9394, 5929, 852, 
2016-01-07, 5, 2372, 2275, 9627, 6195, 930, 
2016-01-07, 6, 2559, 2276, 9979, 7031, 1126, 
2016-01-07, 7, 2441, 2276, 11345, 8089, 1420, 
2016-01-07, 8, 2545, 2275, 11803, 8723, 1494, 
2016-01-07, 9, 3671, 2275, 11387, 8155, 1368, 
2016-01-07, 10, 4579, 2274, 11403, 7357, 1180, 
2016-01-07, 11, 6056, 2274, 10202, 7084, 1106, 
2016-01-07, 12, 7325, 2273, 9290, 6648, 946, 
2016-01-07, 13, 7883, 2273, 8996, 6354, 988, 
2016-01-07, 14, 7398, 2273, 9014, 6569, 961, 
2016-01-07, 15, 6942, 2272, 9070, 6649, 949, 
2016-01-07, 16, 5791, 2271, 9673, 7083, 1077, 
2016-01-07, 17, 3979, 2272, 11354, 7715, 1485, 
2016-01-07, 18, 3804, 2273, 12806, 8114, 2522, 
2016-01-07, 19, 3832, 2272, 13208, 8306, 2509, 
2016-01-07, 20, 4378, 2273, 12817, 8050, 2062, 
2016-01-07, 21, 4319, 2274, 12429, 8023, 1827, 
2016-01-07, 22, 4055, 2274, 11654, 7869, 1647, 
2016-01-07, 23, 4203, 2273, 10281, 7377, 1372, 
2016-01-07, 24, 3882, 2273, 9277, 7158, 1216, 
2016-01-08, 1, 3589, 2273, 9827, 5832, 963, 
2016-01-08, 2, 3893, 2273, 9181, 5431, 894, 
2016-01-08, 3, 3930, 2272, 8757, 5308, 926, 
2016-01-08, 4, 3984, 2272, 8680, 5387, 911, 
2016-01-08, 5, 3730, 2273, 9313, 5527, 990, 
2016-01-08, 6, 3635, 2274, 9888, 6491, 1154, 
2016-01-08, 7, 3535, 2274, 10799, 7980, 1591, 
2016-01-08, 8, 4047, 2274, 11284, 8148, 1657, 
2016-01-08, 9, 5775, 2275, 10471, 7380, 1516, 
2016-01-08, 10, 6806, 2273, 10113, 6508, 1415, 
2016-01-08, 11, 7302, 2274, 9648, 6356, 1252, 
2016-01-08, 12, 7373, 2277, 9438, 6169, 1118, 
2016-01-08, 13, 7361, 2276, 9396, 5646, 992, 
2016-01-08, 14, 7614, 2275, 9201, 5028, 1032, 
2016-01-08, 15, 6760, 2272, 9721, 5519, 1055, 
2016-01-08, 16, 5421, 2273, 10441, 6443, 1157, 
2016-01-08, 17, 2788, 2273, 12852, 7067, 1514, 
2016-01-08, 18, 2762, 2272, 13924, 7605, 2414, 
2016-01-08, 19, 2549, 2273, 14250, 7672, 2502, 
2016-01-08, 20, 2277, 2274, 13776, 7769, 2649, 
2016-01-08, 21, 2008, 2274, 13731, 7822, 2252, 
2016-01-08, 22, 1877, 2274, 13271, 7650, 1963, 
2016-01-08, 23, 1903, 2274, 12451, 7018, 1651, 
2016-01-08, 24, 1862, 2274, 11451, 6671, 1241, 
2016-01-09, 1, 1893, 2273, 10044, 6582, 1299, 
2016-01-09, 2, 1988, 2274, 9314, 6458, 1175, 
2016-01-09, 3, 1762, 2274, 9015, 6499, 1155, 
2016-01-09, 4, 1754, 2274, 9122, 6386, 1154, 
2016-01-09, 5, 1831, 2275, 9078, 6508, 1184, 
2016-01-09, 6, 1907, 2275, 9143, 6903, 1293, 
2016-01-09, 7, 1906, 2275, 9210, 7724, 1511, 
2016-01-09, 8, 2417, 2277, 9601, 7456, 1481, 
2016-01-09, 9, 3853, 2277, 9462, 6968, 1381, 
2016-01-09, 10, 5112, 2276, 9039, 6319, 1126, 
2016-01-09, 11, 5311, 2276, 8706, 6453, 1113, 
2016-01-09, 12, 5435, 2274, 8618, 6344, 997, 
2016-01-09, 13, 5089, 2274, 9403, 6047, 925, 
2016-01-09, 14, 4891, 2274, 9472, 6216, 917, 
2016-01-09, 15, 4049, 2273, 9779, 6466, 1227, 
2016-01-09, 16, 3256, 2270, 10013, 7265, 1286, 
2016-01-09, 17, 2308, 2271, 10984, 7907, 1575, 
2016-01-09, 18, 2128, 2273, 12548, 7857, 2463, 
2016-01-09, 19, 2103, 2274, 12694, 8103, 2309, 
2016-01-09, 20, 2005, 2274, 12446, 8183, 2149, 
2016-01-09, 21, 1965, 2275, 11912, 8387, 1939, 
2016-01-09, 22, 1909, 2275, 11071, 8397, 1837, 
2016-01-09, 23, 1809, 2276, 10641, 7676, 1524, 
2016-01-09, 24, 1828, 2276, 9599, 7165, 1321, 
2016-01-10, 1, 1866, 2275, 8860, 6817, 1177, 
2016-01-10, 2, 1967, 2275, 8378, 6413, 1140, 
2016-01-10, 3, 2121, 2275, 7650, 6433, 1090, 
2016-01-10, 4, 2032, 2275, 7546, 6383, 1050, 
2016-01-10, 5, 1988, 2275, 7466, 6586, 1098, 
2016-01-10, 6, 2084, 2276, 7660, 6510, 1305, 
2016-01-10, 7, 1977, 2275, 8170, 6799, 1441, 
2016-01-10, 8, 2187, 2276, 8665, 6719, 1376, 
2016-01-10, 9, 3053, 2276, 8771, 6601, 1285, 
2016-01-10, 10, 3887, 2275, 9074, 6196, 1100, 
2016-01-10, 11, 4365, 2275, 8766, 6142, 954, 
2016-01-10, 12, 4636, 2274, 8202, 6291, 1022, 
2016-01-10, 13, 4468, 2272, 8521, 6123, 963, 
2016-01-10, 14, 3670, 2272, 9418, 6055, 1000, 
2016-01-10, 15, 3198, 2273, 9440, 6640, 1063, 
2016-01-10, 16, 2689, 2272, 9653, 7174, 1252, 
2016-01-10, 17, 1789, 2271, 10915, 7652, 1606, 
2016-01-10, 18, 1701, 2272, 12743, 8052, 2137, 
2016-01-10, 19, 1716, 2272, 12716, 8318, 2483, 
2016-01-10, 20, 1693, 2273, 12538, 8301, 2372, 
2016-01-10, 21, 1826, 2274, 12356, 7992, 2123, 
2016-01-10, 22, 1707, 2275, 11544, 7983, 1771, 
2016-01-10, 23, 1657, 2275, 10717, 7557, 1363, 
2016-01-10, 24, 1624, 2275, 9758, 7140, 1211, 
2016-01-11, 1, 1602, 2274, 9374, 6411, 1040, 
2016-01-11, 2, 1655, 2273, 9047, 6126, 891, 
2016-01-11, 3, 1667, 2274, 8611, 6248, 894, 
2016-01-11, 4, 1646, 2273, 8846, 6160, 895, 
2016-01-11, 5, 1705, 2273, 9591, 6121, 917, 
2016-01-11, 6, 1680, 2275, 10431, 7026, 1050, 
2016-01-11, 7, 1700, 2275, 12441, 7535, 1352, 
2016-01-11, 8, 2304, 2275, 13084, 7394, 1493, 
2016-01-11, 9, 4163, 2276, 12059, 6683, 1159, 
2016-01-11, 10, 5508, 2276, 11194, 6001, 1242, 
2016-01-11, 11, 5847, 2275, 10626, 6060, 1129, 
2016-01-11, 12, 6061, 2275, 10350, 5530, 1101, 
2016-01-11, 13, 6156, 2275, 10252, 5472, 936, 
2016-01-11, 14, 5962, 2274, 10578, 5256, 886, 
2016-01-11, 15, 5126, 2273, 10671, 5996, 1001, 
2016-01-11, 16, 3650, 2273, 11737, 6715, 1262, 
2016-01-11, 17, 2046, 2274, 13751, 6941, 1351, 
2016-01-11, 18, 1797, 2274, 15607, 7125, 2266, 
2016-01-11, 19, 1819, 2273, 15784, 7591, 2198, 
2016-01-11, 20, 1873, 2274, 15372, 7640, 2053, 
2016-01-11, 21, 1821, 2274, 15120, 7455, 1840, 
2016-01-11, 22, 1786, 2274, 13673, 7843, 1458, 
2016-01-11, 23, 1722, 2274, 12551, 6973, 1328, 
2016-01-11, 24, 1701, 2274, 11163, 6588, 1125, 
2016-01-12, 1, 1590, 2274, 10463, 6355, 883, 
2016-01-12, 2, 1647, 2274, 10271, 5896, 863, 
2016-01-12, 3, 1681, 2273, 9995, 5809, 845, 
2016-01-12, 4, 1766, 2273, 9735, 5956, 897, 
2016-01-12, 5, 1835, 2273, 10090, 6203, 969, 
2016-01-12, 6, 1746, 2273, 11510, 6443, 1169, 
2016-01-12, 7, 1797, 2273, 12688, 7294, 1739, 
2016-01-12, 8, 2419, 2275, 13721, 6972, 1748, 
2016-01-12, 9, 4359, 2274, 11936, 6773, 1231, 
2016-01-12, 10, 5823, 2274, 10397, 6614, 1121, 
2016-01-12, 11, 6467, 2274, 10023, 5932, 965, 
2016-01-12, 12, 6441, 2273, 9930, 5396, 930, 
2016-01-12, 13, 6520, 2273, 9686, 5288, 893, 
2016-01-12, 14, 6308, 2273, 9911, 5418, 1014, 
2016-01-12, 15, 6164, 2273, 9930, 5544, 1042, 
2016-01-12, 16, 4572, 2272, 10689, 6609, 1138, 
2016-01-12, 17, 2288, 2273, 13097, 7157, 1406, 
2016-01-12, 18, 1903, 2272, 14949, 7674, 2104, 
2016-01-12, 19, 1908, 2272, 15035, 8221, 2059, 
2016-01-12, 20, 1857, 2273, 14877, 8178, 1953, 
2016-01-12, 21, 1896, 2274, 14558, 7614, 2123, 
2016-01-12, 22, 1907, 2276, 13723, 7502, 1523, 
2016-01-12, 23, 1836, 2277, 12327, 7085, 1320, 
2016-01-12, 24, 2192, 2275, 10428, 6869, 1006, 
2016-01-13, 1, 2218, 2274, 10278, 5819, 1064, 
2016-01-13, 2, 2369, 2274, 9873, 5371, 1053, 
2016-01-13, 3, 2156, 2274, 10000, 5118, 1004, 
2016-01-13, 4, 2128, 2273, 9942, 5201, 1024, 
2016-01-13, 5, 2134, 2273, 10416, 5341, 1118, 
2016-01-13, 6, 2093, 2274, 11463, 5868, 1363, 
2016-01-13, 7, 2191, 2273, 12658, 7124, 1649, 
2016-01-13, 8, 2943, 2273, 12862, 7355, 1639, 
2016-01-13, 9, 4281, 2274, 11961, 7046, 1323, 
2016-01-13, 10, 5424, 2275, 11488, 6197, 1229, 
2016-01-13, 11, 6702, 2274, 11179, 4718, 1155, 
2016-01-13, 12, 7909, 2274, 9717, 4874, 1000, 
2016-01-13, 13, 7811, 2274, 9508, 5023, 1138, 
2016-01-13, 14, 7739, 2273, 8860, 5518, 1018, 
2016-01-13, 15, 6897, 2273, 8982, 6009, 1020, 
2016-01-13, 16, 5904, 2273, 9541, 6503, 1104, 
2016-01-13, 17, 4072, 2273, 11255, 6948, 1416, 
2016-01-13, 18, 3436, 2273, 12868, 7637, 2370, 
2016-01-13, 19, 3511, 2273, 13528, 7891, 2021, 
2016-01-13, 20, 3854, 2274, 13127, 7840, 1818, 
2016-01-13, 21, 4191, 2273, 12532, 7634, 1606, 
2016-01-13, 22, 4297, 2274, 11013, 7759, 1509, 
2016-01-13, 23, 4529, 2276, 10038, 6479, 1399, 
2016-01-13, 24, 4057, 2278, 8715, 6409, 1289, 
2016-01-14, 1, 2927, 2276, 9327, 6062, 1077, 
2016-01-14, 2, 2945, 2274, 9436, 5748, 964, 
2016-01-14, 3, 2925, 2275, 9215, 5682, 872, 
2016-01-14, 4, 3141, 2275, 8786, 5564, 852, 
2016-01-14, 5, 3129, 2274, 9180, 5598, 1126, 
2016-01-14, 6, 3300, 2275, 9925, 6203, 1287, 
2016-01-14, 7, 3904, 2274, 10629, 7183, 1620, 
2016-01-14, 8, 4620, 2274, 11266, 7324, 1652, 
2016-01-14, 9, 6219, 2275, 10161, 6693, 1466, 
2016-01-14, 10, 6185, 2275, 10183, 6325, 1523, 
2016-01-14, 11, 5882, 2275, 10656, 6013, 1358, 
2016-01-14, 12, 6094, 2275, 9861, 5955, 1472, 
2016-01-14, 13, 5814, 2275, 9846, 6110, 1495, 
2016-01-14, 14, 6143, 2275, 9541, 6042, 1461, 
2016-01-14, 15, 5794, 2274, 9580, 6326, 1526, 
2016-01-14, 16, 4523, 2273, 10457, 6973, 1707, 
2016-01-14, 17, 3224, 2275, 11994, 7518, 1830, 
2016-01-14, 18, 3243, 2274, 13677, 7679, 2316, 
2016-01-14, 19, 3532, 2274, 14103, 7622, 2133, 
2016-01-14, 20, 3623, 2275, 13821, 7494, 1956, 
2016-01-14, 21, 3836, 2275, 13316, 7131, 1871, 
2016-01-14, 22, 3516, 2274, 11736, 7773, 1733, 
2016-01-14, 23, 3160, 2275, 11467, 6463, 1663, 
2016-01-14, 24, 3227, 2275, 9728, 6196, 1536, 
2016-01-15, 1, 3004, 2275, 9726, 5387, 1269, 
2016-01-15, 2, 3182, 2276, 9143, 4994, 1192, 
2016-01-15, 3, 3497, 2276, 8458, 4890, 1158, 
2016-01-15, 4, 3681, 2275, 8371, 4813, 1162, 
2016-01-15, 5, 4076, 2275, 8445, 4893, 1108, 
2016-01-15, 6, 4356, 2276, 9222, 5420, 1199, 
2016-01-15, 7, 4922, 2275, 9948, 6600, 1453, 
2016-01-15, 8, 5064, 2276, 10664, 6859, 1541, 
2016-01-15, 9, 6553, 2277, 9719, 6510, 1347, 
2016-01-15, 10, 7409, 2276, 9064, 6218, 1270, 
2016-01-15, 11, 8250, 2276, 8206, 6120, 1004, 
2016-01-15, 12, 8599, 2276, 8295, 5460, 1019, 
2016-01-15, 13, 8403, 2275, 8353, 5566, 1028, 
2016-01-15, 14, 8069, 2275, 8317, 5479, 1067, 
2016-01-15, 15, 7509, 2275, 8314, 5833, 1055, 
2016-01-15, 16, 6382, 2275, 8552, 6513, 1239, 
2016-01-15, 17, 4287, 2274, 9910, 7702, 1514, 
2016-01-15, 18, 3660, 2274, 11857, 7908, 2459, 
2016-01-15, 19, 3764, 2275, 12630, 7367, 2529, 
2016-01-15, 20, 3684, 2275, 12173, 7573, 2189, 
2016-01-15, 21, 3570, 2275, 11713, 7761, 1879, 
2016-01-15, 22, 3482, 2275, 10875, 7729, 1729, 
2016-01-15, 23, 2723, 2275, 10784, 6877, 1724, 
2016-01-15, 24, 2535, 2275, 9872, 6334, 1563, 
2016-01-16, 1, 2689, 2275, 8834, 5923, 1379, 
2016-01-16, 2, 2573, 2276, 8057, 6045, 1321, 
2016-01-16, 3, 2408, 2275, 7920, 5910, 1179, 
2016-01-16, 4, 2679, 2274, 7704, 5438, 1211, 
2016-01-16, 5, 2911, 2276, 7909, 5075, 1216, 
2016-01-16, 6, 2575, 2275, 8013, 6012, 1291, 
2016-01-16, 7, 2614, 2275, 8286, 6631, 1427, 
2016-01-16, 8, 3142, 2277, 8250, 6785, 1428, 
2016-01-16, 9, 3805, 2277, 8751, 6529, 1301, 
2016-01-16, 10, 4841, 2276, 8691, 6049, 1175, 
2016-01-16, 11, 5923, 2276, 7999, 5638, 1012, 
2016-01-16, 12, 6106, 2276, 7934, 5160, 1006, 
2016-01-16, 13, 6995, 2275, 7734, 4555, 808, 
2016-01-16, 14, 6894, 2275, 7440, 4841, 866, 
2016-01-16, 15, 5873, 2276, 7802, 5248, 1063, 
2016-01-16, 16, 4799, 2275, 8386, 5931, 1187, 
2016-01-16, 17, 3332, 2275, 9464, 6819, 1516, 
2016-01-16, 18, 3308, 2276, 11062, 6916, 2187, 
2016-01-16, 19, 3660, 2275, 11166, 7303, 1868, 
2016-01-16, 20, 3543, 2275, 11153, 7192, 1820, 
2016-01-16, 21, 3305, 2276, 10938, 7234, 1711, 
2016-01-16, 22, 2984, 2276, 10456, 7352, 1419, 
2016-01-16, 23, 2627, 2275, 9657, 7010, 1516, 
2016-01-16, 24, 1966, 2274, 9144, 6749, 1413, 
2016-01-17, 1, 1717, 2274, 8379, 6708, 1293, 
2016-01-17, 2, 1720, 2275, 7855, 6685, 1259, 
2016-01-17, 3, 1751, 2275, 7449, 6593, 1217, 
2016-01-17, 4, 1821, 2274, 7509, 6230, 1207, 
2016-01-17, 5, 1810, 2276, 7521, 6270, 1261, 
2016-01-17, 6, 1899, 2276, 7838, 6273, 1297, 
2016-01-17, 7, 2327, 2274, 8111, 6400, 1233, 
2016-01-17, 8, 3022, 2275, 8086, 6003, 1327, 
2016-01-17, 9, 4863, 2275, 7536, 5162, 1199, 
2016-01-17, 10, 5894, 2274, 7819, 4366, 1159, 
2016-01-17, 11, 6069, 2274, 7716, 4521, 1187, 
2016-01-17, 12, 5912, 2273, 7808, 4786, 1078, 
2016-01-17, 13, 5838, 2273, 8118, 4555, 1056, 
2016-01-17, 14, 5779, 2273, 8080, 4629, 1052, 
2016-01-17, 15, 4461, 2273, 8608, 5265, 1375, 
2016-01-17, 16, 3622, 2273, 9378, 5580, 1575, 
2016-01-17, 17, 2583, 2273, 10206, 6618, 1604, 
2016-01-17, 18, 2526, 2272, 11947, 6664, 2254, 
2016-01-17, 19, 2363, 2273, 12218, 7223, 2218, 
2016-01-17, 20, 2113, 2272, 12118, 7266, 2162, 
2016-01-17, 21, 2220, 2272, 11686, 7337, 1791, 
2016-01-17, 22, 2250, 2272, 11324, 6764, 1557, 
2016-01-17, 23, 2181, 2272, 10564, 6276, 1328, 
2016-01-17, 24, 2137, 2271, 9552, 5933, 1283, 
2016-01-18, 1, 2060, 2270, 9853, 5064, 1029, 
2016-01-18, 2, 2140, 2271, 9099, 5067, 988, 
2016-01-18, 3, 2098, 2271, 8662, 5109, 1082, 
2016-01-18, 4, 2410, 2271, 8471, 5001, 1018, 
2016-01-18, 5, 2128, 2272, 9320, 4870, 1137, 
2016-01-18, 6, 2015, 2271, 10045, 5436, 1258, 
2016-01-18, 7, 2310, 2271, 10931, 5911, 1379, 
2016-01-18, 8, 2647, 2271, 11157, 6536, 1387, 
2016-01-18, 9, 3506, 2271, 11683, 5968, 1449, 
2016-01-18, 10, 5322, 2270, 10964, 5371, 1260, 
2016-01-18, 11, 6032, 2270, 10322, 5272, 1275, 
2016-01-18, 12, 7050, 2270, 9569, 4807, 1283, 
2016-01-18, 13, 7207, 2270, 9558, 4796, 1241, 
2016-01-18, 14, 7033, 2270, 9858, 4604, 1256, 
2016-01-18, 15, 6683, 2270, 9819, 4997, 1376, 
2016-01-18, 16, 5567, 2271, 10957, 5124, 1351, 
2016-01-18, 17, 4033, 2271, 11307, 6420, 1708, 
2016-01-18, 18, 3176, 2271, 12867, 7328, 2556, 
2016-01-18, 19, 2983, 2272, 13182, 7724, 2588, 
2016-01-18, 20, 2732, 2272, 13005, 7709, 2452, 
2016-01-18, 21, 2507, 2272, 13106, 7460, 2021, 
2016-01-18, 22, 2548, 2272, 12112, 7139, 1718, 
2016-01-18, 23, 2385, 2271, 11319, 6302, 1405, 
2016-01-18, 24, 2172, 2271, 10140, 6048, 1257, 
2016-01-19, 1, 1814, 2271, 9826, 5616, 1166, 
2016-01-19, 2, 2016, 2272, 9016, 5536, 1069, 
2016-01-19, 3, 2521, 2273, 8450, 5243, 981, 
2016-01-19, 4, 2935, 2272, 8533, 4820, 910, 
2016-01-19, 5, 2683, 2273, 9040, 5164, 1070, 
2016-01-19, 6, 2562, 2273, 9802, 5788, 1336, 
